day,product,final_pnl
-2,INTARIAN_PEPPER_ROOT,38520.0
-1,INTARIAN_PEPPER_ROOT,37461.0
0,INTARIAN_PEPPER_ROOT,37810.0
ALL,INTARIAN_PEPPER_ROOT,113791.0
