model,pepper_pnl,drift_capture_ratio,avg_inventory,avg_inventory_early,avg_inventory_mid,avg_inventory_late,frac_above_20,frac_above_40,frac_above_60,frac_above_80,buy_qty_total,sell_qty_total,sell_qty_late,turnover,under_target_share,estimated_upside_lost_after_sells,estimated_upside_lost_after_late_sells,passive_fill_share
model_G5,239736.0,0.9975699067909454,76.86592533226474,34.84313725490196,63.84848484848485,77.05335350479072,0.9992987377279102,0.9978962131837307,0.9844052628063849,0.5692913911707741,2095.0,1861.0,1851.0,3956.0,0.37373939758231484,868946.5,858976.5,0.3453416149068323
model_G2,239628.0,0.9971205059920106,75.7114138783143,29.215686274509803,63.60606060606061,75.91114473020676,0.9990983770787417,0.9977626394176183,0.9795298203432846,0.4780605089160489,2535.0,2308.0,2298.0,4843.0,0.3039804982301476,1078901.5,1068931.5,0.3266596417281349
model_G3,239570.0,0.9968791611185086,76.13905029052295,33.3235294117647,63.18181818181818,76.32899646999496,0.999198557403326,0.9978962131837307,0.9794296400187004,0.5032725572697522,2406.0,2173.0,2163.0,4579.0,0.3525011687704535,1021011.0,1011041.0,0.3237569060773481
model_F2,239411.0,0.9962175432756325,75.29710144927536,29.215686274509803,63.60606060606061,75.49403261052278,0.9990983770787417,0.9977626394176183,0.9698457223001402,0.44286382154544846,2684.0,2460.0,2450.0,5144.0,0.2555266145728979,1147492.5,1137522.5,0.3273986152324431
model_G4,239377.0,0.9960760652463382,75.98938088559407,29.215686274509803,63.25252525252525,76.1921667507144,0.9990983770787417,0.9977626394176183,0.9784612302143859,0.5037066720096173,2401.0,2167.0,2157.0,4568.0,0.31192813731383157,1048426.0,1038456.0,0.3391494002181025
model_G1,239347.0,0.9959512316910786,76.36151739798304,33.3235294117647,63.18181818181818,76.55296688519078,0.999198557403326,0.9978962131837307,0.9827355907299806,0.5186335403726708,2275.0,2042.0,2032.0,4317.0,0.37237026647966337,952366.5,942396.5,0.32560834298957125
model_F4,239263.0,0.9956016977363515,75.2504174180191,24.705882352941178,62.64646464646464,75.46569171289292,0.9989314098711013,0.9968944099378882,0.9711814599612636,0.45678888666265943,2671.0,2453.0,2443.0,5124.0,0.19288051826621253,1170552.0,1160582.0,0.34025717111770526
model_F3,238953.0,0.9943117509986684,76.48373739397583,33.3235294117647,63.18181818181818,76.67601277525634,0.999198557403326,0.9978962131837307,0.9822012956655313,0.5555666867027316,2185.0,1948.0,1938.0,4133.0,0.32458425165297533,915514.0,905544.0,0.29498164014687883
