model,product,total_pnl,turnover,avg_inventory,fill_count,aggressive_fill_share,maker_share
model_E_plus_11,ASH_COATED_OSMIUM,62977.5,12263.0,6.59794330740209,2223.0,0.4538911381016644,0.5461088618983356
model_E_plus_11,INTARIAN_PEPPER_ROOT,213167.0,7699.0,71.94837373939758,1284.0,0.7507788161993769,0.24922118380062305
model_E_plus_14,ASH_COATED_OSMIUM,62977.5,12263.0,6.59794330740209,2223.0,0.4538911381016644,0.5461088618983356
model_E_plus_14,INTARIAN_PEPPER_ROOT,213191.0,7715.0,71.95241434582248,1286.0,0.7511664074650077,0.24883359253499224
model_E_plus_15,ASH_COATED_OSMIUM,62977.5,12263.0,6.59794330740209,2223.0,0.4538911381016644,0.5461088618983356
model_E_plus_15,INTARIAN_PEPPER_ROOT,213167.0,7699.0,71.94837373939758,1284.0,0.7507788161993769,0.24922118380062305
model_E_plus_16,ASH_COATED_OSMIUM,62977.5,12263.0,6.59794330740209,2223.0,0.4538911381016644,0.5461088618983356
model_E_plus_16,INTARIAN_PEPPER_ROOT,213191.0,7715.0,71.95241434582248,1286.0,0.7511664074650077,0.24883359253499224
