day,product,final_pnl
-2,INTARIAN_PEPPER_ROOT,39051.0
-1,INTARIAN_PEPPER_ROOT,36454.0
0,INTARIAN_PEPPER_ROOT,38467.0
ALL,INTARIAN_PEPPER_ROOT,113972.0
