session_id,total_pnl,max_drawdown,sharpe_like,maker_share,fill_count,max_abs_position
32,56573.0,-1778.0,2.690287972213091,0.48756847871892117,2373.0,80.0
33,57686.0,-1829.0,2.796659263688881,0.4943205721497686,2377.0,80.0
34,62987.0,-2110.0,3.1672597879466693,0.5243445692883895,2403.0,80.0
35,59703.0,-1989.0,2.984579912912474,0.49831365935919053,2372.0,80.0
36,60175.0,-1851.0,3.418555787673322,0.5070302513847464,2347.0,80.0
37,56057.0,-2115.0,2.673998990391418,0.5019075879610004,2359.0,80.0
38,54686.0,-2371.0,2.507440338162751,0.4968044311887516,2347.0,80.0
39,57386.0,-2710.0,2.6975243387153514,0.5360178970917227,2235.0,80.0
40,53645.0,-2247.0,2.417502300748742,0.4871244635193133,2330.0,80.0
41,59493.0,-2254.0,3.0987031869234696,0.5217578629900905,2321.0,80.0
42,57865.0,-2043.0,2.6460901421669956,0.5112240576027107,2361.0,80.0
43,53681.0,-2192.0,2.4348879128787293,0.4910333048676345,2342.0,80.0
44,54442.0,-2057.0,2.736506327622391,0.4987012987012987,2310.0,80.0
45,58774.0,-2200.0,2.7746779908596784,0.5176568342334856,2407.0,80.0
46,57682.0,-2027.0,2.6888461887720485,0.4917081260364842,2412.0,80.0
47,57425.0,-1976.0,2.726530586745119,0.4913722267871816,2434.0,80.0
48,57183.0,-2154.0,2.6594879975101926,0.4831179658190913,2399.0,80.0
49,54053.0,-1919.5,2.665649400454731,0.47795044099118017,2381.0,80.0
50,55848.5,-2112.0,2.587189673546222,0.5091450446618461,2351.0,80.0
51,51961.0,-1967.0,2.4525682702464606,0.47918473547268,2306.0,80.0
52,59703.0,-1919.0,2.9380507280488724,0.5233805233805234,2331.0,80.0
53,58333.0,-1974.0,2.5294480178477428,0.5191993464052288,2448.0,80.0
54,55966.0,-2372.0,2.6094715988640425,0.5044173327724022,2377.0,80.0
55,59542.0,-2493.0,2.7319582108670004,0.5004166666666666,2400.0,80.0
56,58221.5,-1991.0,2.648176334652204,0.4969123095924249,2429.0,80.0
57,56714.0,-2413.0,2.6780179528638675,0.4956843403205919,2433.0,80.0
58,59107.0,-1764.0,2.8467437093578534,0.5039304923458833,2417.0,80.0
59,59633.5,-1832.0,2.910650745358767,0.5208333333333334,2352.0,80.0
60,55880.0,-1929.0,2.7885498417006906,0.5107047279214987,2242.0,80.0
61,54927.5,-1818.0,2.8094345068187927,0.5053671103477888,2329.0,80.0
62,59320.0,-1621.0,2.80491602415984,0.5118404653095139,2407.0,80.0
63,57018.0,-2203.0,2.681309798075253,0.5134464211832851,2417.0,80.0
64,54896.0,-1825.0,2.4070926335971623,0.48637489677952106,2422.0,80.0
65,54902.5,-2072.0,2.7796908870384622,0.5114213197969543,2364.0,80.0
66,54606.0,-2217.0,2.55345828191155,0.496427070197562,2379.0,80.0
67,56975.0,-1812.5,2.8272822504156587,0.5068432671081677,2265.0,80.0
68,60181.5,-2146.0,2.8580091793396196,0.5092050209205021,2390.0,80.0
69,60770.0,-1964.0,3.0230752625706354,0.5420846053205408,2293.0,80.0
70,54442.0,-2059.0,2.5172736381752183,0.4917965545529122,2438.0,80.0
71,54568.0,-1764.0,2.648043157203319,0.5030434782608696,2300.0,80.0
72,62402.0,-2408.0,3.013205337005493,0.5202101859337106,2474.0,80.0
73,55020.0,-1770.0,2.601856325804536,0.514480408858603,2348.0,80.0
74,53140.0,-2112.5,2.4607074344306255,0.5075075075075075,2331.0,80.0
75,58140.5,-2080.0,2.8081482718574717,0.5089620675281368,2399.0,80.0
76,56187.5,-2432.0,2.7074014686532766,0.4934405416842996,2363.0,80.0
77,60302.0,-1871.0,3.04958813989435,0.5313315926892951,2298.0,80.0
78,62501.0,-1745.0,3.1236487813024496,0.5392826643894107,2342.0,80.0
79,56377.0,-1858.0,2.5046913186681685,0.5008453085376162,2366.0,80.0
80,55325.0,-2033.0,2.986844315028178,0.5032202662086732,2329.0,80.0
81,59644.0,-2164.0,2.857501816536754,0.5338610378188214,2274.0,80.0
82,51526.0,-2383.0,2.3976980944110915,0.48743500866551126,2308.0,80.0
83,57077.0,-1955.0,2.777796983087083,0.5193519351935193,2222.0,80.0
84,56184.0,-2390.0,2.544204052946348,0.46424242424242423,2475.0,80.0
85,53689.0,-1941.0,2.471342197786035,0.47112211221122113,2424.0,80.0
86,56168.0,-1988.0,2.8498906807277415,0.5169600686990125,2329.0,80.0
87,59124.0,-2029.0,2.880287353039747,0.49658994032395565,2346.0,80.0
88,58025.0,-2234.5,2.676517064103186,0.4849732400164677,2429.0,80.0
89,54798.0,-2293.0,2.3327672539137594,0.5029965753424658,2336.0,80.0
90,59718.0,-1797.0,3.009016045351788,0.5266444629475437,2402.0,80.0
91,54776.0,-1951.0,2.531037558335684,0.4760528488852188,2422.0,80.0
92,61593.0,-1856.0,3.0028833318306316,0.5299215848122163,2423.0,80.0
93,57263.0,-1752.0,2.583231628808699,0.5149384885764499,2276.0,80.0
94,61065.0,-2047.0,2.7558593756078635,0.5079764903442485,2382.0,80.0
95,57376.0,-2185.0,2.568005542542746,0.4947111472742067,2458.0,80.0
96,56747.0,-1855.0,2.89348500077292,0.5110917790343628,2299.0,80.0
97,59805.0,-2092.0,3.0458951939132635,0.527114967462039,2305.0,80.0
98,60785.0,-2082.5,2.9538794850080916,0.5328892589508742,2402.0,80.0
99,56239.0,-2101.0,2.7660138186065506,0.4960352422907489,2270.0,80.0
100,55921.0,-2357.0,2.5386895708616084,0.4971702220287331,2297.0,80.0
101,56205.5,-2273.0,2.5710032895168218,0.49463288965221125,2329.0,80.0
102,58492.0,-1531.0,2.9740718776375736,0.5183290707587382,2346.0,80.0
103,57606.0,-2171.0,2.523897244277619,0.5047817047817048,2405.0,80.0
104,59107.5,-2216.0,2.744870865824299,0.52,2350.0,80.0
105,58313.0,-2123.0,2.5255517522672215,0.5170958210215281,2369.0,80.0
106,60377.0,-1998.0,3.1118931613073535,0.5113782739373122,2329.0,80.0
107,54111.0,-2032.0,2.4298206259920425,0.49740034662045063,2308.0,80.0
108,59062.0,-2156.0,2.7880456949378134,0.5192226446979299,2367.0,80.0
109,55684.0,-2071.0,2.391998323314491,0.5098360655737705,2440.0,80.0
110,56078.0,-1863.0,2.5166161221384566,0.4778688524590164,2440.0,80.0
111,57023.0,-1845.0,2.823318976430678,0.5188266199649737,2284.0,80.0
112,55114.0,-1836.0,2.4936387254559063,0.47662018047579985,2438.0,80.0
113,55369.0,-1998.0,2.6558402994974415,0.4911392405063291,2370.0,80.0
114,57834.0,-2166.0,2.7574051735817644,0.5146551724137931,2320.0,80.0
115,60148.0,-2597.0,3.0271289283794887,0.5031712473572939,2365.0,80.0
116,56670.0,-1845.0,2.7222350842109773,0.5034334763948498,2330.0,80.0
117,51478.0,-2025.0,2.3508125695550346,0.487649063032368,2348.0,80.0
118,58026.5,-2413.0,2.72874829401411,0.4979114452798663,2394.0,80.0
119,60274.0,-1814.0,2.9689994250875578,0.5179233621755254,2427.0,80.0
