day,product,final_pnl
-2,INTARIAN_PEPPER_ROOT,41545.5
-1,INTARIAN_PEPPER_ROOT,38148.0
0,INTARIAN_PEPPER_ROOT,38076.0
ALL,INTARIAN_PEPPER_ROOT,117769.5
