model,round,round_label,scenario,product,total_pnl,max_drawdown,fill_count,maker_share,aggressive_fill_share,avg_fill_size,avg_abs_position,max_abs_position,pct_abs_ge_60,pct_abs_ge_70,pct_at_limit,daily_mean_pnl,daily_std_pnl,min_day_pnl
model_F3,round_2,Round 2,depth_110,INTARIAN_PEPPER_ROOT,237201.5,-1680.0,966.0,0.2908902691511387,0.7091097308488613,5.369565217391305,74.74623576937202,80.0,0.9568991419891163,0.8196841718692618,0.4472673855707275,79067.16666666667,700.9034051374935,78279.0
model_F3,round_2,Round 2,depth_110,TOTAL,306261.5,-2004.0,3221.0,0.5054330953120149,0.4945669046879851,5.651350512263273,,,,,,102087.16666666667,709.2591792379801,101276.0
model_kiko,round_2,Round 2,maf_uniform_125,ASH_COATED_OSMIUM,68558.0,-1676.0,2019.0,0.6651807825656265,0.33481921743437343,6.259534422981674,29.06641733729589,80.0,0.1210471833572645,0.05599893144555381,0.01950111864293585,22852.666666666668,487.5882826046308,22299.0
model_kiko,round_2,Round 2,maf_uniform_125,INTARIAN_PEPPER_ROOT,244122.5,-1680.0,1501.0,0.38374417055296467,0.6162558294470353,6.23784143904064,71.07828931993457,80.0,0.8821153139919207,0.6588655560377925,0.29095583080158915,81374.16666666667,287.22349021856365,81127.5
model_kiko,round_2,Round 2,maf_uniform_125,TOTAL,312680.5,-1906.0,3520.0,0.5451704545454545,0.45482954545454546,6.250284090909091,,,,,,104226.83333333333,747.716746725211,103426.5
model_G5,round_2,Round 2,maf_uniform_125,ASH_COATED_OSMIUM,69937.0,-1294.0,2249.0,0.5984882169853268,0.40151178301467316,6.08092485549133,24.21861956122483,80.0,0.021705012188199153,0.008581827895949511,0.003906902193875847,23312.333333333332,36.35014901390823,23283.0
model_G5,round_2,Round 2,maf_uniform_125,INTARIAN_PEPPER_ROOT,240039.5,-1680.0,969.0,0.35190918472652216,0.6480908152734778,5.538699690402477,74.91356458451574,80.0,0.961706673788936,0.8484625913931827,0.4408907288084666,80013.16666666667,855.7096957107202,79416.0
model_G5,round_2,Round 2,maf_uniform_125,TOTAL,309976.5,-1958.0,3218.0,0.5242386575512741,0.4757613424487259,5.917650714729645,,,,,,103325.5,842.2616873632564,102769.0
model_G1,round_2,Round 2,maf_uniform_125,ASH_COATED_OSMIUM,69937.0,-1294.0,2249.0,0.5984882169853268,0.40151178301467316,6.08092485549133,24.21861956122483,80.0,0.021705012188199153,0.008581827895949511,0.003906902193875847,23312.333333333332,36.35014901390823,23283.0
model_G1,round_2,Round 2,maf_uniform_125,INTARIAN_PEPPER_ROOT,239469.5,-1680.0,1007.0,0.3336643495531281,0.6663356504468719,5.7368421052631575,74.4131806496845,80.0,0.9629419423763896,0.8155443528194171,0.42015824792174405,79823.16666666667,793.1214177749415,79232.0
model_G1,round_2,Round 2,maf_uniform_125,TOTAL,309406.5,-1981.0,3256.0,0.5165847665847666,0.4834152334152334,5.974508599508599,,,,,,103135.5,777.949387813886,102585.0
model_G4,round_2,Round 2,maf_uniform_125,ASH_COATED_OSMIUM,69937.0,-1294.0,2249.0,0.5984882169853268,0.40151178301467316,6.08092485549133,24.21861956122483,80.0,0.021705012188199153,0.008581827895949511,0.003906902193875847,23312.333333333332,36.35014901390823,23283.0
model_G4,round_2,Round 2,maf_uniform_125,INTARIAN_PEPPER_ROOT,239261.5,-1680.0,1027.0,0.3456669912366115,0.6543330087633885,5.778967867575463,73.98507662003806,80.0,0.9629753280138884,0.7848295663205689,0.396187360197643,79753.83333333333,700.7949652596923,79295.0
model_G4,round_2,Round 2,maf_uniform_125,TOTAL,309198.5,-2004.0,3276.0,0.5192307692307693,0.4807692307692308,5.986263736263736,,,,,,103066.16666666667,689.0838724954557,102648.0
model_G2,round_2,Round 2,maf_uniform_125,ASH_COATED_OSMIUM,69937.0,-1294.0,2249.0,0.5984882169853268,0.40151178301467316,6.08092485549133,24.21861956122483,80.0,0.021705012188199153,0.008581827895949511,0.003906902193875847,23312.333333333332,36.35014901390823,23283.0
model_G2,round_2,Round 2,maf_uniform_125,INTARIAN_PEPPER_ROOT,238870.5,-1680.0,1067.0,0.34114339268978444,0.6588566073102156,5.942830365510778,73.26872099622743,80.0,0.9367676025773712,0.7522785697592895,0.38253263446065505,79623.5,782.8435348139499,79041.5
