v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_multiplier,std_multiplier,p10_multiplier,p90_multiplier,mean_rank,p10_rank,p90_rank,expected_regret,p90_regret,prob_best_response,label,group
31,82200.77940365745,22296.98382121352,55143.977357665135,70031.62016936991,84919.26298107475,99806.90579277952,114694.54860448436,0.2899559183673469,0.04890396599676157,0.23061224489795917,0.36122448979591837,38.3652,34.0,42.0,131598.13628353924,161050.3944161883,0.0,AI version = concentrated,ai_version
32,83225.56457058468,22326.41691447673,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.29793306122448976,0.049928688678816446,0.23061224489795917,0.36122448979591837,37.8766,34.0,42.0,130573.351116612,159702.83616310527,0.0,AI version = concentrated,ai_version
33,89147.92614124551,22557.968673318956,58257.49881107455,72572.53997617534,86887.58114127608,101202.62230637687,115517.66347147766,0.3174008163265306,0.05145543933088799,0.24693877551020404,0.37755102040816335,36.6842,33.0,41.0,124650.9895459512,153537.2581855799,0.0,AI version = concentrated,ai_version
34,123540.2000805208,24526.536313546978,91196.54443583911,105228.49916238216,126276.43125219666,140308.3859787397,154340.3407052827,0.4038367346938776,0.057074478038045044,0.3285714285714285,0.47551020408163264,31.39,27.0,36.0,90258.71560667589,119345.32354728767,0.0,AI version = concentrated,ai_version
35,153813.749508305,24110.416597451152,122750.90262715271,136502.2182591649,157129.19170718314,170880.50733919526,184631.82297120744,0.48396408163265314,0.057251170024182556,0.41020408163265304,0.5571428571428572,26.4822,22.0,31.0,59985.16617889168,86819.93910899063,0.0,AI version = concentrated,ai_version
36,182452.68846608474,23531.04073886807,152902.06534581204,166372.74188329332,179843.41842077463,200049.43322699654,213520.10976447788,0.5634677551020408,0.0570394895745814,0.49183673469387756,0.6387755102040817,21.6126,17.0,26.0,31346.22722111194,55147.68253816091,0.0294,AI version = concentrated,ai_version
37,180571.0875289837,22973.428508319616,148674.93898444096,168459.99514886664,181650.03259181706,194840.07003476747,208030.10747771797,0.5707983673469388,0.05687267916131104,0.49183673469387756,0.6387755102040817,21.1636,17.0,26.0,33227.82815821298,55962.29742966313,0.0074,AI version = concentrated,ai_version
38,178498.9326466962,22574.801537526786,150902.51179727967,163811.91014569928,176721.30849411883,196085.4060167482,208994.80436516777,0.5779657142857142,0.05710075379506837,0.5081632653061224,0.6551020408163265,20.7246,16.0,25.0,35299.98304050048,57989.15337028584,0.0014,AI version = concentrated,ai_version
39,176253.67246181198,21965.332717870086,146603.63369647108,159236.798913915,178186.54674008087,190819.71195752482,203452.87717496871,0.5848,0.05677400253283629,0.5081632653061224,0.6551020408163265,20.306,16.0,25.0,37545.24322538472,58033.60271763301,0.0008,AI version = concentrated,ai_version
40,196908.6229583063,20456.801256463226,173225.96963703563,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6523689795918368,0.05404988453418842,0.5897959183673469,0.7204081632653061,16.1674,12.0,20.0,16890.292728890392,31421.376729505395,0.0622,AI version = concentrated,ai_version
41,202001.21663787385,19153.4640149225,174307.34111624619,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6809567346938775,0.05175641803515841,0.6061224489795918,0.753061224489796,14.4164,10.0,19.0,11797.699049322844,24135.181538380304,0.0996,AI version = concentrated,ai_version
42,212271.9250328504,17283.483970855028,186923.34170703596,203161.07852184842,210541.86798312678,222351.13112117222,234160.3942592176,0.725191836734694,0.04778948979929549,0.6551020408163265,0.7857142857142857,11.707,8.0,16.0,1526.990654346247,6024.783955601713,0.6602,AI version = concentrated,ai_version
43,208187.67764485613,16699.062094994053,187180.81110684804,198715.44021842728,210250.0693300065,221784.69844158576,227552.01299737534,0.7308963265306122,0.04727291113608617,0.6714285714285715,0.7857142857142857,11.3576,8.0,15.0,5611.238042340549,10350.269872443896,0.0662,AI version = concentrated,ai_version
44,204054.69026426726,16097.767962801321,181659.87009303627,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7363363265306123,0.0466567702991094,0.6714285714285715,0.8020408163265307,11.0244,7.0,15.0,9744.225422929441,13883.75137342303,0.0198,AI version = concentrated,ai_version
45,199733.53793622818,15522.0511754179,181643.1050134232,192640.99723957977,198139.94335265807,209137.83557881467,220135.72780497128,0.7414661224489796,0.04608542045494382,0.6877551020408164,0.8020408163265307,10.7102,7.0,14.0,14065.377750968522,19929.298023269046,0.0068,AI version = concentrated,ai_version
46,199454.7279562314,14356.419082795708,181358.09866000144,192087.74961234932,197452.5750885233,208182.22604087117,218911.87699321908,0.7591542857142858,0.043690240563918986,0.7040816326530612,0.8183673469387756,9.6268,6.0,13.0,14344.18773096529,24898.55603264892,0.0396,AI version = concentrated,ai_version
47,194630.65006392845,13879.312093782162,175574.14619350142,186035.5558720406,196496.96555057983,206958.37522911903,212189.0800683886,0.7635624489795919,0.04332131533685951,0.7040816326530612,0.8183673469387756,9.3568,6.0,13.0,19168.26562326826,30180.434898910986,0.003,AI version = concentrated,ai_version
48,189667.46930759583,13384.236764075198,174924.6463676626,180022.08877826118,190216.97359945838,200411.85842065557,205509.30083125414,0.7676277551020408,0.04286819421360505,0.7204081632653061,0.8183673469387756,9.1078,6.0,12.0,24131.446379600846,35362.91415541034,0.0004,AI version = concentrated,ai_version
49,184754.89414175495,12781.30929087635,169157.34774285075,174124.0865018955,184057.5640199851,193991.04153807467,198957.78029711943,0.7716799999999999,0.04201437754745046,0.7204081632653061,0.8183673469387756,8.8596,6.0,12.0,29044.021545441712,40735.78540072945,0.0004,AI version = concentrated,ai_version
50,181657.68813307528,11975.266285127642,168226.08422552986,173062.11933302085,182734.18954800276,192406.25976298473,197242.2948704757,0.78208,0.04042868739539767,0.736734693877551,0.8346938775510204,8.2226,5.0,11.0,32141.227554121393,45521.57314219212,0.0006,AI version = concentrated,ai_version
51,179331.26769833875,11045.704247948115,167033.4134051014,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,0.7957322448979592,0.03832631775820576,0.753061224489796,0.8510204081632653,7.3864,4.0,10.0,34467.647988857934,48872.087709954096,0.0018,AI version = concentrated,ai_version
52,173885.02952320367,10581.141444558398,161004.70747718192,165579.33528156526,174728.59089033198,179303.2186947153,188452.47430348198,0.7990302040816326,0.03776336285578162,0.753061224489796,0.8510204081632653,7.1844,4.0,10.0,39913.88616399302,54857.17556450231,0.0002,AI version = concentrated,ai_version
53,168523.75472316038,10082.542933674924,155079.43605145544,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,0.8024293877551021,0.03702356644719421,0.753061224489796,0.8510204081632653,6.9762,4.0,10.0,45275.16096403629,60266.942399307154,0.0002,AI version = concentrated,ai_version
54,163112.0839480515,9658.620301141424,149220.02359284242,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,0.8055738775510205,0.03651004703083915,0.753061224489796,0.8510204081632653,6.7836,4.0,10.0,50686.83173914519,66078.3391888749,0.0,AI version = concentrated,ai_version
55,157691.72409300398,9228.500376709462,147552.7111046192,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,0.8088751020408164,0.035941269285009625,0.7693877551020408,0.8510204081632653,6.5814,4.0,9.0,56107.19159419269,71551.81487167213,0.0,AI version = concentrated,ai_version
25,54331.487838448345,19386.182879569595,34161.08817714789,42473.29441686619,50785.50065658454,67409.91313602113,84034.32561545772,0.20492408163265305,0.03807762934532252,0.16530612244897958,0.2632653061224489,43.5734,40.0,46.0,133722.26029190473,160874.04219874582,0.0,AI version = higher,ai_version
26,62119.470937981736,20623.784221211896,32684.577858250545,49017.333978398834,65350.090098547065,73516.46815862118,89849.22427876946,0.2241534693877551,0.041231846229868634,0.16530612244897958,0.2795918367346939,42.3956,39.0,46.0,125934.27719237137,154038.34627792484,0.0,AI version = higher,ai_version
27,63485.968478155504,20614.848876269607,39228.61741978316,47249.16730021314,63290.26706107301,79331.36682193288,87351.91670236288,0.23101061224489794,0.04196332748536887,0.18163265306122445,0.2795918367346939,41.9756,39.0,45.0,124567.77965219757,152859.13219256618,0.0,AI version = higher,ai_version
28,64663.82268514155,20677.861635747813,37606.27892124164,53355.722322813206,61230.44402359896,76979.88742517047,92729.33082674202,0.23773061224489794,0.042871069457364346,0.18163265306122445,0.29591836734693877,41.564,38.0,45.0,123389.92544521153,151161.36170471195,0.0,AI version = higher,ai_version
29,65982.75392623284,20761.61604674461,35997.60979934284,51457.85425765171,66918.0987159605,82378.34317426936,90108.46540342376,0.24496326530612245,0.0438499094708273,0.18163265306122445,0.29591836734693877,41.121,38.0,45.0,122070.99420412026,149958.6677900775,0.0,AI version = higher,ai_version
30,70851.35668664826,21342.06617012077,41992.03328722883,57165.97692223561,72339.92055724241,87513.86419224925,95100.83600975265,0.2600620408163265,0.045926346510364695,0.19795918367346943,0.31224489795918364,40.1962,37.0,44.0,117202.39144370482,145578.19136826496,0.0,AI version = higher,ai_version
31,81755.63888358747,22196.540566449996,55143.977357665135,70031.62016936991,77475.44157522236,99806.90579277952,107250.72719863197,0.28897959183673466,0.04868366384491241,0.23061224489795917,0.3448979591836735,38.425,35.0,42.0,106298.10924676561,134864.77632500578,0.0,AI version = higher,ai_version
32,82879.51276545953,22162.586224348313,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.2971591836734694,0.04956231320733837,0.23061224489795917,0.36122448979591837,37.924,34.0,42.0,105174.23536489355,133158.23526517232,0.0,AI version = higher,ai_version
33,92536.29638502486,22800.45382699075,65415.01939362491,79730.0605587257,94045.10172382646,108360.14288892725,122675.18405402798,0.3251297959183673,0.052008555628463043,0.2632653061224489,0.3938775510204081,36.2108,32.0,40.0,95517.45174532823,123087.34000597152,0.0,AI version = higher,ai_version
34,108555.47562804549,23520.308727037682,77164.58970929611,91196.54443583911,105228.49916238216,126276.43125219666,140308.3859787397,0.3689665306122449,0.054732936062720186,0.29591836734693877,0.4428571428571429,33.5258,29.0,38.0,79498.27250230758,106304.56222841449,0.0,AI version = higher,ai_version
35,125567.17206858883,24058.346072341148,95248.27136312841,108999.58699514062,122750.90262715271,143377.876075171,157129.19170718314,0.4168914285714285,0.05712752643327768,0.3448979591836735,0.49183673469387756,30.5904,26.0,35.0,62486.576061764266,89131.49197653733,0.0002,AI version = higher,ai_version
36,137890.34341244286,23809.635662041244,105754.69746462753,119225.37400210879,139431.38880833075,152902.06534581204,166372.74188329332,0.4554481632653062,0.057714806590612025,0.37755102040816335,0.5244897959183673,28.2288,24.0,33.0,50163.404717910205,75603.40119537391,0.0026,AI version = higher,ai_version
37,142393.84315410795,23377.768593450906,115699.84537706486,128889.88282001531,142079.92026296572,155269.95770591617,175055.01387034185,0.4762873469387755,0.057873657483958924,0.41020408163265304,0.5571428571428572,26.9524,22.0,31.0,45659.904976245125,70158.67119336678,0.0014,AI version = higher,ai_version
38,146847.6697760411,22783.501563409365,118629.01592623073,131538.41427465033,144447.81262306988,163811.91014569928,176721.30849411883,0.49790693877551023,0.057628640110043754,0.42653061224489797,0.573469387755102,25.6282,21.0,30.0,41206.078354312005,64824.28711583713,0.0026,AI version = higher,ai_version
39,151174.3128721423,22376.40187504872,121337.30326158323,133970.46847902713,152920.21630519303,165553.38152263698,178186.54674008087,0.5199771428571428,0.05783649685835332,0.4428571428571429,0.5897959183673469,24.2764,20.0,29.0,36879.435258210804,59488.165256196284,0.003,AI version = higher,ai_version
40,158421.6851233634,21761.14368949369,129971.11046861351,142329.64165959126,160867.43844605787,173225.96963703563,185584.50082801338,0.5506808163265307,0.05749614952031693,0.47551020408163264,0.6224489795918368,22.3958,18.0,27.0,29632.063006989698,50236.74966340374,0.0064,AI version = higher,ai_version
41,170410.2842806912,20912.278583094663,144097.59820496725,156181.49536947883,168265.3925339904,186391.23828075783,198475.13544526938,0.5955918367346938,0.056509080110578466,0.5244897959183673,0.6714285714285715,19.645,15.0,24.0,17643.463849661865,35942.7282137603,0.0652,AI version = higher,ai_version
42,173171.45478278206,20171.001852422076,145590.92072387706,157400.18386192244,175114.07856899058,186923.34170703596,198732.6048450814,0.6170775510204081,0.05577358644202841,0.5408163265306123,0.6877551020408164,18.329,14.0,23.0,14882.293347570985,31633.64187578549,0.0756,AI version = higher,ai_version
43,175323.2123801446,19179.476616939468,152576.9237721103,164111.55288368952,175646.18199526882,187180.81110684804,198715.44021842728,0.637861224489796,0.05429464772282139,0.573469387755102,0.7040816326530612,17.056,13.0,21.0,12730.535750208506,27171.218569428398,0.0802,AI version = higher,ai_version
44,176763.60847395135,18524.561928434356,153494.536343123,164760.6698430883,176026.8033430536,187292.9368430189,198559.07034298417,0.6572375510204082,0.05369043912074035,0.5897959183673469,0.7204081632653061,15.8692,12.0,20.0,11290.139656401752,22949.53997385269,0.0936,AI version = higher,ai_version
45,177587.08236041665,17677.847070434098,154148.37444803168,165146.26667418834,176144.15890034492,187142.0511265015,198139.94335265807,0.6757126530612245,0.05248604103749955,0.6061224489795918,0.736734693877551,14.7376,11.0,19.0,10466.665769936442,21040.17491436968,0.0738,AI version = higher,ai_version
46,181762.60650090495,16551.955847530055,159898.7967553057,170628.44770765357,181358.09866000144,192087.74961234932,202817.40056469722,0.7053126530612246,0.050371818251569785,0.6387755102040817,0.7693877551020408,12.9246,9.0,17.0,6291.141629448126,14750.57097006589,0.2214,AI version = higher,ai_version
47,180800.66646889964,15598.37873791577,159882.03167569262,170343.44135423185,180804.85103277102,191266.26071131023,201727.6703898494,0.7203951020408164,0.04868701557274887,0.6551020408163265,0.7857142857142857,12.0008,8.0,16.0,7253.081661453473,15340.047845934867,0.0942,AI version = higher,ai_version
48,179145.32868363825,14669.670547498372,159632.31913586686,169827.20395706402,180022.08877826118,190216.97359945838,195314.41601005694,0.7339265306122449,0.04698529301033433,0.6714285714285715,0.7857142857142857,11.172,8.0,15.0,8908.419446714846,17465.732885954872,0.0632,AI version = higher,ai_version
49,176994.8615046234,13893.306263086151,159223.87022476122,169157.34774285075,179090.82526094033,189024.30277902985,193991.04153807467,0.7461714285714286,0.04566970420912466,0.6877551020408164,0.8020408163265307,10.422,7.0,14.0,11058.886625729669,19954.096696099645,0.0418,AI version = higher,ai_version
50,176205.54215288998,12972.748682240539,158554.01401054795,168226.08422552986,177898.1544405118,187570.22465549377,192406.25976298473,0.763673469387755,0.043796203662269516,0.7040816326530612,0.8183673469387756,9.35,6.0,13.0,11848.205977463109,22464.696127465344,0.059,AI version = higher,ai_version
51,175571.70786504494,11819.120927148677,162328.08194916422,167033.4134051014,176444.0763169757,185854.73922885003,190560.07068478718,0.7826873469387755,0.041009914271487695,0.736734693877551,0.8346938775510204,8.1854,5.0,11.0,12482.040265308126,25399.773457912175,0.0884,AI version = higher,ai_version
52,171620.5887600339,11185.891693692356,156430.07967279854,165579.33528156526,170153.9630859486,179303.2186947153,183877.84649909864,0.7909485714285714,0.039921674717959266,0.736734693877551,0.8346938775510204,7.6794,5.0,11.0,16433.159370319176,29787.653145007993,0.0194,AI version = higher,ai_version
53,167369.5298646464,10505.190376699236,155079.43605145544,159525.60268671735,168417.93595724116,172864.10259250307,181756.43586302688,0.7981910204081633,0.03857554750926185,0.753061224489796,0.8510204081632653,7.2358,4.0,10.0,20684.21826570668,34587.30102100491,0.007,AI version = higher,ai_version
54,162839.9785499735,9878.518308164352,149220.02359284242,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,0.8045453061224491,0.037341272022409236,0.753061224489796,0.8510204081632653,6.8466,4.0,10.0,25213.769580379616,39457.92028059569,0.001,AI version = higher,ai_version
55,157908.0364514761,9371.487968022167,147552.7111046192,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,0.8097175510204081,0.03649814801004656,0.7693877551020408,0.8510204081632653,6.5298,4.0,9.0,30145.71167887699,44535.03850773012,0.0,AI version = higher,ai_version
25,64796.5554942537,21175.665792509404,42473.29441686619,50785.50065658454,67409.91313602113,75722.11937573944,92346.53185517609,0.2254791836734694,0.04159246604638964,0.18163265306122445,0.2795918367346939,42.3144,39.0,45.0,141349.12077129647,171565.63046458768,0.0,AI weight = 20%,ai_weight
26,73862.72258836833,22486.18128985373,49017.333978398834,57183.71203847295,73516.46815862118,89849.22427876946,106181.98039891769,0.24763102040816326,0.04495522059848806,0.19795918367346943,0.31224489795918364,40.9576,37.0,44.0,132282.95367718182,163334.78825800127,0.0,AI weight = 20%,ai_weight
27,76232.22634813478,22456.243506938674,47249.16730021314,63290.26706107301,79331.36682193288,87351.91670236288,103393.01646322274,0.2569567346938776,0.04571164727079864,0.19795918367346943,0.31224489795918364,40.3864,37.0,44.0,129913.44991741538,160188.55341228904,0.0,AI weight = 20%,ai_weight
28,78926.51862960473,22461.17481948642,53355.722322813206,61230.44402359896,76979.88742517047,92729.33082674202,108478.77422831353,0.2673012244897959,0.04656838326626037,0.2142857142857143,0.3285714285714285,39.7528,36.0,43.0,127219.15763594542,157203.31028696772,0.0,AI weight = 20%,ai_weight
29,81322.40847776685,22434.328238255366,51457.85425765171,66918.0987159605,82378.34317426936,97838.58763257816,113298.83209088701,0.27736163265306124,0.04738278851084773,0.2142857142857143,0.3448979591836735,39.1366,35.0,43.0,124823.26778778329,154866.59972562524,0.0,AI weight = 20%,ai_weight
30,90365.04820126703,22842.92747288289,64752.948739739004,72339.92055724241,87513.86419224925,102687.80782725604,117861.75146226288,0.30205387755102037,0.049156074864930115,0.24693877551020404,0.36122448979591837,37.6242,34.0,41.0,115780.62806428313,145788.91924338776,0.0,AI weight = 20%,ai_weight
31,105693.47976052763,23648.207981118852,77475.44157522236,92363.08438692713,107250.72719863197,122138.37001033677,137026.01282204152,0.34148244897959185,0.05186760542440219,0.2795918367346939,0.41020408163265304,35.2092,31.0,39.0,100452.19650502253,130279.84538736538,0.0,AI weight = 20%,ai_weight
32,111793.09017089472,23770.019506302964,82324.66176990024,96926.00375830298,111527.3457467058,126128.68773510854,140730.02972351137,0.3618187755102041,0.05315702507777031,0.29591836734693877,0.42653061224489797,33.9636,30.0,38.0,94352.58609465543,123921.71875294353,0.0,AI weight = 20%,ai_weight
33,123146.14890835984,23915.835526744377,94045.10172382646,108360.14288892725,122675.18405402798,136990.22521912877,151305.2663842296,0.39495183673469386,0.05455277652944948,0.3285714285714285,0.4591836734693878,31.9342,28.0,36.0,82999.52735719032,112034.34952589768,0.0,AI weight = 20%,ai_weight
34,140330.83710630218,24020.87636672549,112244.4765256537,126276.43125219666,140308.3859787397,154340.3407052827,168372.29543182574,0.442909387755102,0.055897782023547414,0.37755102040816335,0.5081632653061224,28.9968,25.0,33.0,65814.83915924799,92913.16238919468,0.0002,AI weight = 20%,ai_weight
35,158491.94708631554,23913.965641841452,129626.56044315881,143377.876075171,157129.19170718314,177756.1651552014,191507.4807872135,0.49507265306122444,0.05678468919770803,0.42653061224489797,0.573469387755102,25.8018,21.0,30.0,47653.72917923462,73190.84012153841,0.0016,AI weight = 20%,ai_weight
36,171577.8112973761,23329.543579317058,139431.38880833075,152902.06534581204,173108.08015203397,186578.75668951526,200049.43322699654,0.5371069387755102,0.05655105834627057,0.4591836734693878,0.6061224489795918,23.2272,19.0,28.0,34567.86496817406,58021.186280192545,0.013,AI weight = 20%,ai_weight
37,176145.82996687383,22651.60238209197,148674.93898444096,161864.97642739138,175055.01387034185,194840.07003476747,208030.10747771797,0.5598432653061225,0.056075971172512395,0.49183673469387756,0.6387755102040817,21.8346,17.0,26.0,29999.84629867632,52496.99912703349,0.0124,AI weight = 20%,ai_weight
38,180130.68059793644,21895.805520112935,150902.51179727967,163811.91014569928,183176.0076683286,196085.4060167482,208994.80436516777,0.5820930612244898,0.05538329974109896,0.5081632653061224,0.6551020408163265,20.4718,16.0,25.0,26014.995667613715,46179.8902322404,0.0164,AI weight = 20%,ai_weight
39,183445.7334201028,21116.456815045167,159236.798913915,171869.96413135892,184503.12934880282,197136.29456624683,209769.45978369072,0.6033893877551021,0.05457990498484709,0.5408163265306123,0.6714285714285715,19.1674,15.0,23.0,22699.94284544736,40588.389983994086,0.0178,AI weight = 20%,ai_weight
40,189140.05025165767,20502.42224345069,160867.43844605787,173225.96963703563,191763.7664235023,204122.29761448002,216480.82880545774,0.6318432653061224,0.05417042190697192,0.5571428571428572,0.7040816326530612,17.4246,13.0,22.0,17005.62601389247,32034.751285606355,0.0352,AI weight = 20%,ai_weight
41,198992.32624391044,19124.148976973185,174307.34111624619,186391.23828075783,198475.13544526938,210559.03260978093,222642.9297742925,0.6728261224489797,0.0516772030504622,0.6061224489795918,0.736734693877551,14.9144,11.0,19.0,7153.350021639692,17818.59892965834,0.2582,AI weight = 20%,ai_weight
42,199494.3023174853,18320.31151163344,175114.07856899058,186923.34170703596,198732.6048450814,210541.86798312678,222351.13112117222,0.6898612244897958,0.05065635733984538,0.6224489795918368,0.753061224489796,13.871,10.0,18.0,6651.373948064841,15931.632604481003,0.1866,AI weight = 20%,ai_weight
43,199038.40983355147,17461.218927988943,175646.18199526882,187180.81110684804,198715.44021842728,210250.0693300065,221784.69844158576,0.704995918367347,0.049430479748800576,0.6387755102040817,0.7693877551020408,12.944,9.0,17.0,7107.266431998664,14901.75635973024,0.1232,AI weight = 20%,ai_weight
44,197854.93699923635,16653.478538355863,176026.8033430536,187292.9368430189,198559.07034298417,209825.20384294947,221091.33734291472,0.7183673469387755,0.04826740729775093,0.6551020408163265,0.7857142857142857,12.125,8.0,16.0,8290.739266313805,16406.383519959985,0.0856,AI weight = 20%,ai_weight
45,195982.15689788613,15877.41273861461,176144.15890034492,187142.0511265015,198139.94335265807,209137.83557881467,214636.78169189295,0.7303281632653061,0.04714049925016017,0.6714285714285715,0.7857142857142857,11.3924,8.0,15.0,10163.519367664001,19004.04030855614,0.0534,AI weight = 20%,ai_weight
46,197499.78555271358,14521.466312383689,175993.2731838275,186722.92413617537,197452.5750885233,208182.22604087117,213547.05151704513,0.7532048979591838,0.04419252132930488,0.6877551020408164,0.8020408163265307,9.9912,7.0,14.0,8645.890712836543,19533.730556475,0.1634,AI weight = 20%,ai_weight
47,193002.85471794772,13947.629090984909,175574.14619350142,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,0.7584816326530612,0.043534552286838724,0.7040816326530612,0.8183673469387756,9.668,6.0,13.0,13142.821547602423,24751.123174485896,0.0166,AI weight = 20%,ai_weight
48,188459.37545628397,13352.101118929055,169827.20395706402,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,0.7637583673469388,0.04276526738246875,0.7040816326530612,0.8183673469387756,9.3448,6.0,13.0,17686.300809266177,30050.83021830488,0.0052,AI weight = 20%,ai_weight
49,183767.50647645682,12833.60455512927,169157.34774285075,174124.0865018955,184057.5640199851,193991.04153807467,198957.78029711943,0.7684342857142857,0.04218628113934885,0.7204081632653061,0.8183673469387756,9.0584,6.0,12.0,22378.16978909328,34693.83681847365,0.0012,AI weight = 20%,ai_weight
50,180881.02089481225,12054.401026598613,163390.0491180389,173062.11933302085,182734.18954800276,187570.22465549377,197242.2948704757,0.7794579591836734,0.04069584752769626,0.7204081632653061,0.8346938775510204,8.3832,5.0,12.0,25264.65537073791,38702.8267515249,0.0042,AI weight = 20%,ai_weight
51,178477.72057223174,11179.894432540828,162328.08194916422,171738.74486103855,181149.40777291288,185854.73922885003,190560.07068478718,0.7927706122448979,0.03879193004867497,0.736734693877551,0.8346938775510204,7.5678,5.0,11.0,27667.955693318403,42318.3413645804,0.0054,AI weight = 20%,ai_weight
52,173245.49655615087,10652.396187199258,161004.70747718192,165579.33528156526,174728.59089033198,179303.2186947153,188452.47430348198,0.7967477551020409,0.038017666109890935,0.753061224489796,0.8510204081632653,7.3242,4.0,10.0,32900.17970939929,47914.33888396053,0.0002,AI weight = 20%,ai_weight
53,168021.3378933758,10175.840238744622,155079.43605145544,159525.60268671735,168417.93595724116,172864.10259250307,181756.43586302688,0.8005844897959185,0.03736615848933225,0.753061224489796,0.8510204081632653,7.0892,4.0,10.0,38124.33837217435,52970.39107577724,0.0002,AI weight = 20%,ai_weight
54,162738.91083068732,9746.993014540198,149220.02359284242,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,0.8041632653061225,0.03684410011728783,0.753061224489796,0.8510204081632653,6.87,4.0,10.0,43406.76543486281,58742.69099354258,0.0,AI weight = 20%,ai_weight
55,157329.52665556228,9297.245287381109,143360.61113422943,151744.811075009,155936.91104539883,164321.1109861784,168513.2109565682,0.8074644897959184,0.03620900285444841,0.753061224489796,0.8510204081632653,6.6678,4.0,10.0,48816.14960998786,64363.767370369926,0.0,AI weight = 20%,ai_weight
25,54594.15355562344,19653.143834117393,25848.88193742954,42473.29441686619,50785.50065658454,67409.91313602113,84034.32561545772,0.20543999999999996,0.0386019842603717,0.1489795918367346,0.2632653061224489,43.5418,40.0,47.0,152610.96093379692,181038.03163281723,0.0,AI weight = 30%,ai_weight
26,62647.018960662506,20830.89057510449,40850.95591832466,49017.333978398834,65350.090098547065,73516.46815862118,89849.22427876946,0.22520816326530613,0.04164590105343225,0.18163265306122445,0.2795918367346939,42.331,39.0,45.0,144558.09552875787,173625.5957958937,0.0,AI weight = 30%,ai_weight
27,63899.828851985694,20816.106902275642,39228.61741978316,47249.16730021314,63290.26706107301,79331.36682193288,87351.91670236288,0.23185306122448973,0.042373005795650925,0.18163265306122445,0.2795918367346939,41.924,39.0,45.0,143305.28563743466,171609.333025344,0.0,AI weight = 30%,ai_weight
28,65284.350755163476,20866.34977507197,37606.27892124164,53355.722322813206,61230.44402359896,76979.88742517047,92729.33082674202,0.23901714285714287,0.043261858807598016,0.18163265306122445,0.29591836734693877,41.4852,38.0,45.0,141920.76373425688,170797.84356257675,0.0,AI weight = 30%,ai_weight
29,66778.95651583574,21021.49285822251,43727.732028497296,51457.85425765171,66918.0987159605,82378.34317426936,97838.58763257816,0.24664489795918362,0.04439878652506123,0.19795918367346943,0.31224489795918364,41.018,37.0,44.0,140426.15797358463,169496.9018697422,0.0,AI weight = 30%,ai_weight
30,76172.85871944515,21895.181698696062,49579.00510473222,57165.97692223561,72339.92055724241,87513.86419224925,102687.80782725604,0.27151346938775506,0.04711660499907544,0.2142857142857143,0.3285714285714285,39.4948,36.0,43.0,131032.2557699752,160017.55028563767,0.0,AI weight = 30%,ai_weight
31,91767.57867445896,22914.398992996033,62587.79876351752,77475.44157522236,92363.08438692713,107250.72719863197,122138.37001033677,0.31093877551020405,0.05025814245438675,0.24693877551020404,0.37755102040816335,37.08,33.0,41.0,115437.53581496143,145167.48819907015,0.0,AI weight = 30%,ai_weight
32,98656.26278392875,22859.415166276434,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,126128.68773510854,0.3324408163265306,0.05112063559454413,0.2632653061224489,0.3938775510204081,35.763,32.0,40.0,108548.85170549164,137099.07132879584,0.0,AI weight = 30%,ai_weight
33,111190.22652726767,23367.14949840944,79730.0605587257,94045.10172382646,108360.14288892725,129832.70463657839,144147.74580167918,0.36768,0.053301206361427766,0.29591836734693877,0.4428571428571429,33.6046,29.0,38.0,96014.8879621527,123671.45146850485,0.0,AI weight = 30%,ai_weight
34,130076.28459214454,23992.046776528117,98212.52179911066,112244.4765256537,126276.43125219666,147324.36334201123,161356.31806855422,0.4190465306122449,0.05583069412366907,0.3448979591836735,0.49183673469387756,30.4584,26.0,35.0,77128.82989727585,105016.78073918354,0.0,AI weight = 30%,ai_weight
35,149429.83008481952,24003.282803823815,115875.24481114664,136502.2182591649,150253.53389117704,164004.8495231892,177756.1651552014,0.4735542857142858,0.05699677645078644,0.3938775510204081,0.5408163265306123,27.1198,23.0,32.0,57775.28440460085,84287.9074962238,0.0002,AI weight = 30%,ai_weight
