model,scenario,scenario_label,proxy_kind,day,day_label,product,product_label,P_d,drawdown,fill_count,maker_share,aggressive_fill_share,avg_fill_size,avg_position,avg_abs_position,max_abs_position,pct_time_abs_ge_60,pct_time_abs_ge_70,pct_time_at_limit,final_position,time_to_50,time_to_70,time_to_80
model_G1,uniform_depth_125,Uniform depth +25%,conservative,-1,día -1,ASH_COATED_OSMIUM,ASH,23353.0,-1100.0,751.0,0.5992010652463382,0.4007989347536618,6.090545938748336,19.37336004006009,22.673710565848772,63.0,0.005508262393590386,0.0,0.0,18.0,,,
model_G1,uniform_depth_125,Uniform depth +25%,conservative,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,79232.0,-1360.0,320.0,0.34375,0.65625,5.68125,74.9294082306999,74.9294082306999,80.0,0.9562431160508661,0.8615199759687594,0.45459096825873635,78.0,5300.0,17400.0,23100.0
model_G1,uniform_depth_125,Uniform depth +25%,conservative,-1,día -1,TOTAL,TOTAL,102585.0,-1504.0,1071.0,0.5228758169934641,0.477124183006536,5.968253968253968,,,,,,,,,,
model_G1,uniform_depth_125,Uniform depth +25%,conservative,0,día 0,ASH_COATED_OSMIUM,ASH,23385.0,-1292.0,745.0,0.6013422818791946,0.39865771812080536,6.012080536912752,9.240985576923077,28.202123397435898,80.0,0.05108173076923077,0.025741185897435896,0.01171875,-21.0,,,
model_G1,uniform_depth_125,Uniform depth +25%,conservative,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,79002.0,-1440.0,341.0,0.31085043988269795,0.6891495601173021,5.8885630498533725,74.34381887397315,74.34381887397315,80.0,0.9773592466439591,0.7791023842917251,0.44710478861951514,80.0,1900.0,5100.0,9900.0
model_G1,uniform_depth_125,Uniform depth +25%,conservative,0,día 0,TOTAL,TOTAL,102387.0,-1981.0,1086.0,0.5101289134438306,0.48987108655616945,5.97329650092081,,,,,,,,,,
model_G1,uniform_depth_125,Uniform depth +25%,conservative,1,día 1,ASH_COATED_OSMIUM,ASH,23192.0,-1348.0,753.0,0.5949535192563081,0.4050464807436919,6.148738379814077,13.645319703347365,20.779615153337343,63.0,0.004710362798155943,0.0,0.0,48.0,,,
model_G1,uniform_depth_125,Uniform depth +25%,conservative,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,79905.5,-1680.0,357.0,0.33613445378151263,0.6638655462184874,5.784313725490196,73.28245192307692,73.28245192307692,80.0,0.9427083333333334,0.7801482371794872,0.34064503205128205,75.0,5100.0,23100.0,38400.0
model_G1,uniform_depth_125,Uniform depth +25%,conservative,1,día 1,TOTAL,TOTAL,103097.5,-1686.0,1110.0,0.5117117117117117,0.4882882882882883,6.031531531531532,,,,,,,,,,
model_G1,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,ASH_COATED_OSMIUM,ASH,24055.0,-1141.0,745.0,0.6026845637583893,0.39731543624161075,6.587919463087248,18.147120681021534,22.25287931897847,66.0,0.010115172759138709,0.0,0.0,22.0,,,
model_G1,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,79185.5,-1360.0,308.0,0.3409090909090909,0.6590909090909091,6.035714285714286,74.67137278462,74.67137278462,80.0,0.9632522278962652,0.8198658255732452,0.46530489636527483,77.0,5700.0,17400.0,23100.0
model_G1,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,TOTAL,TOTAL,103240.5,-1448.0,1053.0,0.5261158594491928,0.47388414055080724,6.426400759734093,,,,,,,,,,
model_G1,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,ASH_COATED_OSMIUM,ASH,23776.0,-1292.0,740.0,0.6040540540540541,0.39594594594594595,6.468918918918919,9.952524038461538,29.608173076923077,80.0,0.06710737179487179,0.034254807692307696,0.01282051282051282,-13.0,,,
model_G1,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,79449.0,-1440.0,340.0,0.31470588235294117,0.6852941176470588,6.376470588235295,73.95071128030455,73.95071128030455,80.0,0.9596273291925466,0.7756962532558606,0.42626728110599077,80.0,2700.0,5700.0,9900.0
model_G1,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,TOTAL,TOTAL,103225.0,-1935.0,1080.0,0.512962962962963,0.48703703703703705,6.439814814814815,,,,,,,,,,
model_G1,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,ASH_COATED_OSMIUM,ASH,23913.0,-1377.0,757.0,0.5918097754293263,0.4081902245706737,6.642007926023778,15.222088594908799,23.646622569653236,64.0,0.005712567648827421,0.0,0.0,58.0,,,
model_G1,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,80145.0,-1680.0,341.0,0.33724340175953077,0.6627565982404692,6.146627565982405,73.35677083333333,73.35677083333333,80.0,0.9312900641025641,0.7675280448717948,0.36548477564102566,74.0,2700.0,23100.0,38400.0
model_G1,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,TOTAL,TOTAL,104058.0,-1684.0,1098.0,0.5127504553734062,0.4872495446265938,6.48816029143898,,,,,,,,,,
