model,scenario,scenario_label,proxy_kind,day,day_label,product,product_label,P1_d,drawdown,fill_count,maker_share,aggressive_fill_share,avg_fill_size,avg_position,avg_abs_position,max_abs_position,pct_time_abs_ge_60,pct_time_abs_ge_70,pct_time_at_limit,final_position,time_to_50,time_to_70,time_to_80,P0_d,drawdown_P0,fill_count_P0,maker_share_P0,avg_fill_size_P0,avg_abs_position_P0,pct_time_abs_ge_70_P0,pct_time_at_limit_P0,time_to_50_P0,time_to_70_P0,time_to_80_P0,Delta_d,fill_count_change,maker_share_change,avg_fill_size_change,avg_abs_position_change,pct_time_abs_ge_70_change,pct_time_at_limit_change,time_to_70_change,time_to_80_change
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,81247.0,-1360.0,490.0,0.38571428571428573,0.6142857142857143,6.742857142857143,72.53970161209573,72.53970161209573,80.0,0.92830679883849,0.6907980374486833,0.33303294282567336,78.0,1500.0,2700.0,5700.0,81203.5,-1360.0,500.0,0.39,5.294,73.05387003104035,0.7056173024932412,0.30599779713627717,2700.0,5700.0,12600.0,43.5,-10.0,-0.004285714285714282,1.4488571428571433,-0.514168418944621,-0.014819265044557883,0.02703514568939619,-3000.0,-6900.0
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,TOTAL,TOTAL,104968.0,-1878.0,1159.0,0.543572044866264,0.45642795513373596,6.727351164797239,,,,,,,,,,,103370.5,-1825.5,1169.0,0.5474764756201882,5.514114627887083,,,,,,,1597.5,-10.0,-0.003904430753924215,1.2132365369101556,,,,,
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,ASH_COATED_OSMIUM,ASH,24166.0,-1600.0,677.0,0.6750369276218612,0.3249630723781389,6.692762186115214,16.075520833333332,20.880408653846153,80.0,0.04587339743589743,0.031850961538461536,0.008814102564102564,29.0,,,,22848.0,-1600.0,680.0,0.6735294117647059,5.688235294117647,17.92918669871795,0.028745993589743588,0.009815705128205128,,,,1318.0,-3.0,0.0015075158571552505,1.0045268919975667,2.9512219551282044,0.003104967948717948,-0.001001602564102564,,
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,81024.0,-1520.0,500.0,0.368,0.632,6.98,70.67231015828492,70.67231015828492,80.0,0.8454217591664998,0.6424564215588059,0.2693848928070527,80.0,400.0,2700.0,9900.0,81022.0,-1520.0,516.0,0.3701550387596899,5.457364341085271,71.38709677419355,0.6471648968142657,0.23802845121218194,1000.0,9900.0,14400.0,2.0,-16.0,-0.00215503875968992,1.5226356589147292,-0.7147866159086362,-0.00470847525545981,0.03135644159487075,-7200.0,-4500.0
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,TOTAL,TOTAL,105190.0,-1926.0,1177.0,0.5446049277824979,0.45539507221750214,6.814783347493628,,,,,,,,,,,103870.0,-1850.0,1196.0,0.5426421404682275,5.588628762541806,,,,,,,1320.0,-19.0,0.0019627873142704644,1.2261545849518223,,,,,
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,ASH_COATED_OSMIUM,ASH,23147.0,-1827.0,681.0,0.6549192364170338,0.34508076358296624,6.751835535976505,18.529063940669474,24.580978151934254,80.0,0.07556624574062938,0.04279414712367208,0.019342553617959512,34.0,,,,21818.0,-1600.0,678.0,0.6607669616519174,5.6946902654867255,21.625275606333936,0.03788334335538184,0.016536380036079375,,,,1329.0,3.0,-0.005847725234883638,1.0571452704897792,2.9557025456003174,0.004910803768290235,0.0028061735818801364,,
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,80221.0,-1680.0,512.0,0.380859375,0.619140625,6.93359375,68.03976362179488,68.03976362179488,80.0,0.7638221153846154,0.5649038461538461,0.28125,74.0,14400.0,17400.0,19900.0,79638.0,-1680.0,523.0,0.3881453154875717,5.41491395793499,67.9678485576923,0.5441706730769231,0.22626201923076922,14400.0,19900.0,23100.0,583.0,-11.0,-0.007285940487571696,1.5186797920650097,0.0719150641025692,0.020733173076923017,0.05498798076923078,-2500.0,-3200.0
model_kiko,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,TOTAL,TOTAL,103368.0,-1720.0,1193.0,0.537300922045264,0.46269907795473597,6.829840737636212,,,,,,,,,,,101456.0,-1710.0,1201.0,0.5420482930890924,5.57285595337219,,,,,,,1912.0,-8.0,-0.004747371043828386,1.2569847842640218,,,,,
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,-1,día -1,ASH_COATED_OSMIUM,ASH,27594.0,-1600.0,669.0,0.6621823617339312,0.33781763826606875,7.043348281016442,38.623835753630445,39.58587881822734,80.0,0.21061592388582875,0.10035052578868302,0.028042063094641963,30.0,,,,22167.0,-1620.0,669.0,0.6651718983557549,5.678624813153961,41.55373059589384,0.07080620931397096,0.023535302954431646,,,,5427.0,0.0,-0.002989536621823663,1.3647234678624809,-1.967851777666496,0.029544316474712062,0.004506760140210318,,
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,82191.5,-1360.0,493.0,0.39148073022312374,0.6085192697768763,6.716024340770791,72.03674777210374,72.03674777210374,80.0,0.9226995093621708,0.6881946530489637,0.31891458896565533,79.0,1400.0,5700.0,14400.0,81203.5,-1360.0,500.0,0.39,5.294,73.05387003104035,0.7056173024932412,0.30599779713627717,2700.0,5700.0,12600.0,988.0,-7.0,0.0014807302231237274,1.4220243407707915,-1.0171222589366096,-0.017422649444277516,0.01291679182937816,0.0,1800.0
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,-1,día -1,TOTAL,TOTAL,109785.5,-1854.0,1162.0,0.5473321858864028,0.45266781411359724,6.90447504302926,,,,,,,,,,,103370.5,-1825.5,1169.0,0.5474764756201882,5.514114627887083,,,,,,,6415.0,-7.0,-0.00014428973378544097,1.390360415142177,,,,,
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,0,día 0,ASH_COATED_OSMIUM,ASH,28159.0,-1600.0,676.0,0.6745562130177515,0.3254437869822485,7.071005917159764,12.473657852564102,19.766726762820515,80.0,0.04366987179487179,0.03195112179487179,0.013621794871794872,22.0,,,,22848.0,-1600.0,680.0,0.6735294117647059,5.688235294117647,17.92918669871795,0.028745993589743588,0.009815705128205128,,,,5311.0,-4.0,0.0010268012530455506,1.3827706230421164,1.8375400641025657,0.003205128205128204,0.003806089743589744,,
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,81921.0,-1520.0,510.0,0.36666666666666664,0.6333333333333333,6.898039215686275,70.26507713884993,70.26507713884993,80.0,0.8432177920256462,0.6231216189140453,0.2614706471648968,80.0,1000.0,9900.0,12600.0,81022.0,-1520.0,516.0,0.3701550387596899,5.457364341085271,71.38709677419355,0.6471648968142657,0.23802845121218194,1000.0,9900.0,14400.0,899.0,-6.0,-0.003488372093023273,1.4406748746010036,-1.1220196353436194,-0.024043277900220428,0.023442195952714878,0.0,-1800.0
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,0,día 0,TOTAL,TOTAL,110080.0,-1926.0,1186.0,0.5421585160202361,0.45784148397976393,6.996627318718381,,,,,,,,,,,103870.0,-1850.0,1196.0,0.5426421404682275,5.588628762541806,,,,,,,6210.0,-10.0,-0.00048362444799132653,1.407998556176575,,,,,
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,1,día 1,ASH_COATED_OSMIUM,ASH,26855.0,-1610.0,679.0,0.6568483063328424,0.3431516936671576,7.092783505154639,19.1180597314091,23.760873922629784,80.0,0.07215874924834637,0.04329524954900782,0.01723792343154941,34.0,,,,21818.0,-1600.0,678.0,0.6607669616519174,5.6946902654867255,21.625275606333936,0.03788334335538184,0.016536380036079375,,,,5037.0,1.0,-0.003918655319074982,1.3980932396679133,2.135598316295848,0.005411906193625977,0.0007015433954700341,,
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,81467.5,-1680.0,516.0,0.38372093023255816,0.6162790697674418,6.932170542635659,67.57301682692308,67.57301682692308,80.0,0.7522035256410257,0.5409655448717948,0.26181891025641024,75.0,14400.0,17400.0,19900.0,79638.0,-1680.0,523.0,0.3881453154875717,5.41491395793499,67.9678485576923,0.5441706730769231,0.22626201923076922,14400.0,19900.0,23100.0,1829.5,-7.0,-0.004424385255013541,1.517256584700669,-0.3948317307692264,-0.0032051282051283048,0.035556891025641024,-2500.0,-3200.0
model_kiko,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,1,día 1,TOTAL,TOTAL,108322.5,-1719.0,1195.0,0.5389121338912134,0.4610878661087866,7.023430962343096,,,,,,,,,,,101456.0,-1710.0,1201.0,0.5420482930890924,5.57285595337219,,,,,,,6866.5,-6.0,-0.003136159197879018,1.4505750089709064,,,,,
model_G5,uniform_depth_125,Uniform depth +25%,conservative,-1,día -1,ASH_COATED_OSMIUM,ASH,23353.0,-1100.0,751.0,0.5992010652463382,0.4007989347536618,6.090545938748336,19.37336004006009,22.673710565848772,63.0,0.005508262393590386,0.0,0.0,18.0,,,,22612.0,-1120.0,750.0,0.6,5.497333333333334,21.801702553830747,0.0,0.0,,,,741.0,1.0,-0.000798934753661773,0.593212605415002,0.8720080120180249,0.0,0.0,,
model_G5,uniform_depth_125,Uniform depth +25%,conservative,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,79416.0,-1360.0,310.0,0.36774193548387096,0.632258064516129,5.548387096774194,75.35526184039252,75.35526184039252,80.0,0.9590467607890257,0.8815460098127565,0.4720136177030139,78.0,5300.0,17400.0,23100.0,78538.0,-1360.0,327.0,0.345565749235474,4.92354740061162,75.36697707019125,0.8658255732452188,0.4766196054871333,5700.0,23100.0,25500.0,878.0,-17.0,0.022176186248396956,0.6248396961625735,-0.011715229798738847,0.015720436567537743,-0.004605987784119359,-5700.0,-2400.0
model_G5,uniform_depth_125,Uniform depth +25%,conservative,-1,día -1,TOTAL,TOTAL,102769.0,-1504.0,1061.0,0.5315739868049011,0.46842601319509897,5.932139491046183,,,,,,,,,,,101150.0,-1523.0,1077.0,0.5227483751160631,5.323119777158774,,,,,,,1619.0,-16.0,0.008825611688837998,0.6090197138874087,,,,,
model_G5,uniform_depth_125,Uniform depth +25%,conservative,0,día 0,ASH_COATED_OSMIUM,ASH,23385.0,-1292.0,745.0,0.6013422818791946,0.39865771812080536,6.012080536912752,9.240985576923077,28.202123397435898,80.0,0.05108173076923077,0.025741185897435896,0.01171875,-21.0,,,,22958.0,-1233.0,756.0,0.5952380952380952,5.4563492063492065,26.17998798076923,0.02283653846153846,0.0028044871794871795,,,,427.0,-11.0,0.006104186641099352,0.5557313305635452,2.022135416666668,0.002904647435897436,0.00891426282051282,,
model_G5,uniform_depth_125,Uniform depth +25%,conservative,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,79175.0,-1440.0,325.0,0.3230769230769231,0.676923076923077,5.667692307692308,74.6500701262272,74.6500701262272,80.0,0.9629332799038269,0.819675415748347,0.4507112803045482,80.0,800.0,5100.0,9900.0,78145.0,-1440.0,348.0,0.3160919540229885,5.063218390804598,74.3346022841114,0.7926267281105991,0.4118413143658585,2700.0,9900.0,12600.0,1030.0,-23.0,0.0069849690539345866,0.6044739168877102,0.31546784211580814,0.027048687637747926,0.03886996593868969,-4800.0,-2700.0
model_G5,uniform_depth_125,Uniform depth +25%,conservative,0,día 0,TOTAL,TOTAL,102560.0,-1958.0,1070.0,0.516822429906542,0.48317757009345796,5.907476635514018,,,,,,,,,,,101103.0,-1981.0,1104.0,0.5072463768115942,5.332427536231884,,,,,,,1457.0,-34.0,0.0095760530949478,0.5750490992821344,,,,,
model_G5,uniform_depth_125,Uniform depth +25%,conservative,1,día 1,ASH_COATED_OSMIUM,ASH,23192.0,-1348.0,753.0,0.5949535192563081,0.4050464807436919,6.148738379814077,13.645319703347365,20.779615153337343,63.0,0.004710362798155943,0.0,0.0,48.0,,,,22345.0,-1140.0,755.0,0.5933774834437087,5.537748344370861,19.722489476849066,0.0,0.0,,,,847.0,-2.0,0.0015760358125994633,0.6109900354432156,1.0571256764882762,0.0,0.0,,
model_G5,uniform_depth_125,Uniform depth +25%,conservative,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,80210.5,-1680.0,345.0,0.3565217391304348,0.6434782608695652,5.597101449275362,74.06620592948718,74.06620592948718,80.0,0.9506209935897436,0.8183092948717948,0.3815104166666667,75.0,5100.0,23100.0,38400.0,79209.0,-1680.0,360.0,0.3527777777777778,4.977777777777778,74.02063301282051,0.8011818910256411,0.3564703525641026,5100.0,23100.0,38400.0,1001.5,-15.0,0.003743961352656977,0.6193236714975843,0.045572916666671404,0.017127403846153744,0.025040064102564097,0.0,0.0
model_G5,uniform_depth_125,Uniform depth +25%,conservative,1,día 1,TOTAL,TOTAL,103402.5,-1686.0,1098.0,0.5200364298724954,0.47996357012750457,5.975409836065574,,,,,,,,,,,101554.0,-1689.0,1115.0,0.515695067264574,5.35695067264574,,,,,,,1848.5,-17.0,0.004341362607921395,0.6184591634198338,,,,,
model_G5,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,ASH_COATED_OSMIUM,ASH,24055.0,-1141.0,745.0,0.6026845637583893,0.39731543624161075,6.587919463087248,18.147120681021534,22.25287931897847,66.0,0.010115172759138709,0.0,0.0,22.0,,,,22612.0,-1120.0,750.0,0.6,5.497333333333334,21.801702553830747,0.0,0.0,,,,1443.0,-5.0,0.0026845637583893245,1.0905861297539143,0.4511767651477214,0.0,0.0,,
model_G5,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,79194.5,-1360.0,297.0,0.3602693602693603,0.6397306397306397,5.98989898989899,75.00771002302994,75.00771002302994,80.0,0.9675578251727246,0.8322819665565235,0.4803244217482728,77.0,5700.0,12600.0,17400.0,78538.0,-1360.0,327.0,0.345565749235474,4.92354740061162,75.36697707019125,0.8658255732452188,0.4766196054871333,5700.0,23100.0,25500.0,656.5,-30.0,0.014703611033886288,1.0663515892873692,-0.3592670471613104,-0.03354360668869527,0.0037048162611394986,-10500.0,-8100.0
model_G5,front_bias_depth_25,Front-biased depth +25%,central,-1,día -1,TOTAL,TOTAL,103249.5,-1448.0,1042.0,0.5335892514395394,0.46641074856046066,6.417466410748561,,,,,,,,,,,101150.0,-1523.0,1077.0,0.5227483751160631,5.323119777158774,,,,,,,2099.5,-35.0,0.0108408763234763,1.0943466335897867,,,,,
model_G5,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,ASH_COATED_OSMIUM,ASH,23776.0,-1292.0,740.0,0.6040540540540541,0.39594594594594595,6.468918918918919,9.952524038461538,29.608173076923077,80.0,0.06710737179487179,0.034254807692307696,0.01282051282051282,-13.0,,,,22958.0,-1233.0,756.0,0.5952380952380952,5.4563492063492065,26.17998798076923,0.02283653846153846,0.0028044871794871795,,,,818.0,-16.0,0.008815958815958869,1.0125697125697126,3.4281850961538467,0.011418269230769235,0.01001602564102564,,
model_G5,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,79665.0,-1440.0,332.0,0.32831325301204817,0.6716867469879518,5.969879518072289,74.64225606090963,74.64225606090963,80.0,0.9596273291925466,0.8203766780204368,0.45221398517331196,80.0,800.0,4800.0,5700.0,78145.0,-1440.0,348.0,0.3160919540229885,5.063218390804598,74.3346022841114,0.7926267281105991,0.4118413143658585,2700.0,9900.0,12600.0,1520.0,-16.0,0.012221298989059659,0.9066611272676912,0.307653776798233,0.0277499499098377,0.04037267080745344,-5100.0,-6900.0
model_G5,front_bias_depth_25,Front-biased depth +25%,central,0,día 0,TOTAL,TOTAL,103441.0,-1935.0,1072.0,0.5186567164179104,0.48134328358208955,6.314365671641791,,,,,,,,,,,101103.0,-1981.0,1104.0,0.5072463768115942,5.332427536231884,,,,,,,2338.0,-32.0,0.011410339606316211,0.9819381354099068,,,,,
model_G5,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,ASH_COATED_OSMIUM,ASH,23913.0,-1377.0,757.0,0.5918097754293263,0.4081902245706737,6.642007926023778,15.222088594908799,23.646622569653236,64.0,0.005712567648827421,0.0,0.0,58.0,,,,22345.0,-1140.0,755.0,0.5933774834437087,5.537748344370861,19.722489476849066,0.0,0.0,,,,1568.0,2.0,-0.0015677080143823297,1.1042595816529168,3.924133092804169,0.0,0.0,,
model_G5,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,80210.0,-1680.0,335.0,0.3611940298507463,0.6388059701492538,5.832835820895522,73.98607772435898,73.98607772435898,80.0,0.9364983974358975,0.8067908653846154,0.4092548076923077,74.0,2700.0,23100.0,38400.0,79209.0,-1680.0,360.0,0.3527777777777778,4.977777777777778,74.02063301282051,0.8011818910256411,0.3564703525641026,5100.0,23100.0,38400.0,1001.0,-25.0,0.008416252072968478,0.8550580431177446,-0.034555288461532996,0.005608974358974339,0.05278445512820512,0.0,0.0
model_G5,front_bias_depth_25,Front-biased depth +25%,central,1,día 1,TOTAL,TOTAL,104123.0,-1684.0,1092.0,0.5210622710622711,0.47893772893772896,6.393772893772894,,,,,,,,,,,101554.0,-1689.0,1115.0,0.515695067264574,5.35695067264574,,,,,,,2569.0,-23.0,0.005367203797697062,1.0368222211271538,,,,,
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,-1,día -1,ASH_COATED_OSMIUM,ASH,27943.0,-1100.0,755.0,0.5960264900662252,0.40397350993377484,6.768211920529802,17.116775162744116,21.75733600400601,63.0,0.005508262393590386,0.0,0.0,16.0,,,,22612.0,-1120.0,750.0,0.6,5.497333333333334,21.801702553830747,0.0,0.0,,,,5331.0,5.0,-0.003973509933774766,1.270878587196468,-0.04436654982473698,0.0,0.0,,
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,-1,día -1,INTARIAN_PEPPER_ROOT,PEPPER,80065.5,-1360.0,305.0,0.3704918032786885,0.6295081967213115,6.0426229508196725,75.32522278962651,75.32522278962651,80.0,0.9636527485731451,0.8938620206268149,0.4959447281465906,79.0,5300.0,17400.0,23100.0,78538.0,-1360.0,327.0,0.345565749235474,4.92354740061162,75.36697707019125,0.8658255732452188,0.4766196054871333,5700.0,23100.0,25500.0,1527.5,-22.0,0.02492605404321452,1.119075550208052,-0.04175428056474573,0.028036447381596052,0.019325122659457294,-5700.0,-2400.0
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,-1,día -1,TOTAL,TOTAL,108008.5,-1523.0,1060.0,0.5311320754716982,0.4688679245283019,6.559433962264151,,,,,,,,,,,101150.0,-1523.0,1077.0,0.5227483751160631,5.323119777158774,,,,,,,6858.5,-17.0,0.008383700355635071,1.2363141851053774,,,,,
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,0,día 0,ASH_COATED_OSMIUM,ASH,27687.0,-1275.0,753.0,0.5962815405046481,0.4037184594953519,6.671978751660027,7.736278044871795,28.16015625,80.0,0.04977964743589743,0.024739583333333332,0.008513621794871794,-20.0,,,,22958.0,-1233.0,756.0,0.5952380952380952,5.4563492063492065,26.17998798076923,0.02283653846153846,0.0028044871794871795,,,,4729.0,-3.0,0.001043445266552867,1.2156295453108203,1.98016826923077,0.001903044871794872,0.005709134615384614,,
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,0,día 0,INTARIAN_PEPPER_ROOT,PEPPER,80127.0,-1440.0,329.0,0.331306990881459,0.668693009118541,5.963525835866261,74.88699659386896,74.88699659386896,80.0,0.9806651973552394,0.8313965137247045,0.45562011620917653,80.0,800.0,5100.0,9900.0,78145.0,-1440.0,348.0,0.3160919540229885,5.063218390804598,74.3346022841114,0.7926267281105991,0.4118413143658585,2700.0,9900.0,12600.0,1982.0,-19.0,0.015215036858470476,0.9003074450616637,0.5523943097575597,0.03876978561410538,0.043778801843318005,-4800.0,-2700.0
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,0,día 0,TOTAL,TOTAL,107814.0,-1962.5,1082.0,0.5157116451016636,0.48428835489833644,6.456561922365989,,,,,,,,,,,101103.0,-1981.0,1104.0,0.5072463768115942,5.332427536231884,,,,,,,6711.0,-22.0,0.008465268290069328,1.1241343861341049,,,,,
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,1,día 1,ASH_COATED_OSMIUM,ASH,27623.0,-1321.0,754.0,0.5941644562334217,0.40583554376657827,6.874005305039788,14.26347965524153,21.26247745039086,66.0,0.0044097013429545,0.0,0.0,43.0,,,,22345.0,-1140.0,755.0,0.5933774834437087,5.537748344370861,19.722489476849066,0.0,0.0,,,,5278.0,-1.0,0.0007869727897130696,1.3362569606689263,1.5399879735417947,0.0,0.0,,
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,1,día 1,INTARIAN_PEPPER_ROOT,PEPPER,81130.5,-1680.0,339.0,0.35103244837758113,0.6489675516224189,6.04424778761062,74.21844951923077,74.21844951923077,80.0,0.9506209935897436,0.8392427884615384,0.42247596153846156,75.0,5100.0,17400.0,23100.0,79209.0,-1680.0,360.0,0.3527777777777778,4.977777777777778,74.02063301282051,0.8011818910256411,0.3564703525641026,5100.0,23100.0,38400.0,1921.5,-21.0,-0.0017453294001966713,1.066470009832842,0.1978165064102626,0.038060897435897356,0.06600560897435898,-5700.0,-15300.0
model_G5,uniform_depth_trade_125,Depth +25% + trades +25%,upper_bound,1,día 1,TOTAL,TOTAL,108753.5,-1686.0,1093.0,0.5187557182067704,0.48124428179322964,6.616651418115279,,,,,,,,,,,101554.0,-1689.0,1115.0,0.515695067264574,5.35695067264574,,,,,,,7199.5,-22.0,0.003060650942196319,1.259700745469539,,,,,
