day,product,final_pnl
-2,INTARIAN_PEPPER_ROOT,40881.0
-1,INTARIAN_PEPPER_ROOT,35091.0
0,INTARIAN_PEPPER_ROOT,35794.0
ALL,INTARIAN_PEPPER_ROOT,111766.0
