day,timestamp,global_ts,equity_total,pnl_total,pnl_TOMATOES,pnl_EMERALDS
-1,658600,1658501,28248.0,28248.0,14536.0,13712.0
-1,658700,1658601,28234.0,28234.0,14522.0,13712.0
-1,658800,1658701,28246.0,28246.0,14534.0,13712.0
-1,658900,1658801,28244.0,28244.0,14532.0,13712.0
-1,659000,1658901,28244.0,28244.0,14532.0,13712.0
-1,659100,1659001,28244.0,28244.0,14532.0,13712.0
-1,659200,1659101,28240.0,28240.0,14528.0,13712.0
-1,659300,1659201,28242.0,28242.0,14530.0,13712.0
-1,659400,1659301,28242.0,28242.0,14530.0,13712.0
-1,659500,1659401,28242.0,28242.0,14530.0,13712.0
-1,659600,1659501,28238.0,28238.0,14526.0,13712.0
-1,659700,1659601,28238.0,28238.0,14526.0,13712.0
-1,659800,1659701,28251.0,28251.0,14539.0,13712.0
-1,659900,1659801,28248.0,28248.0,14536.0,13712.0
-1,660000,1659901,28254.0,28254.0,14542.0,13712.0
-1,660100,1660001,28257.0,28257.0,14545.0,13712.0
-1,660200,1660101,28242.0,28242.0,14530.0,13712.0
-1,660300,1660201,28263.0,28263.0,14551.0,13712.0
-1,660400,1660301,28257.0,28257.0,14545.0,13712.0
-1,660500,1660401,28263.0,28263.0,14551.0,13712.0
-1,660600,1660501,28260.0,28260.0,14548.0,13712.0
-1,660700,1660601,28269.0,28269.0,14557.0,13712.0
