round,round_label,product,total_pnl,max_drawdown,fill_count,maker_share,aggressive_fill_share,avg_fill_size,turnover,avg_abs_position,max_abs_position,pct_at_limit,avg_signed_edge_to_mid,avg_signed_markout_10
round_1,Round 1,ASH_COATED_OSMIUM,62841.0,-1840.0,1956,0.6293456032719836,0.37065439672801637,5.773006134969325,112919531.0,27.51450702814597,80.0,0.014690661413642283,3.861707566462168,5.928425357873211
round_1,Round 1,INTARIAN_PEPPER_ROOT,247944.0,-1520.0,1411,0.3777462792345854,0.6222537207654146,5.259390503189228,85500588.0,74.13604488078542,80.0,0.3655913978494624,1.079730687455705,3.9464918497519488
round_2,Round 2,ASH_COATED_OSMIUM,66456.0,-1620.0,2024,0.66600790513834,0.3339920948616601,5.692193675889328,115218391.0,28.27071159047651,80.0,0.017898286973653456,4.228754940711463,6.101778656126482
round_2,Round 2,INTARIAN_PEPPER_ROOT,243484.0,-1680.0,1525,0.3862295081967213,0.6137704918032787,5.341639344262295,102015582.0,71.12139017794544,80.0,0.2622107969151671,1.2714754098360657,4.293770491803278
