day,timestamp,global_ts,equity_total,pnl_total,pnl_TOMATOES,pnl_EMERALDS
-2,6700,6700,196.5,196.5,100.5,96.0
-2,6800,6800,189.0,189.0,93.0,96.0
-2,6900,6900,217.0,217.0,121.0,96.0
-2,7000,7000,221.0,221.0,125.0,96.0
-2,7100,7100,221.0,221.0,125.0,96.0
-2,7200,7200,240.5,240.5,144.5,96.0
-2,7300,7300,243.0,243.0,147.0,96.0
-2,7400,7400,240.5,240.5,144.5,96.0
-2,7500,7500,231.0,231.0,147.0,84.0
-2,7600,7600,243.0,243.0,147.0,96.0
-2,7700,7700,245.5,245.5,149.5,96.0
-2,7800,7800,245.5,245.5,149.5,96.0
-2,7900,7900,245.5,245.5,149.5,96.0
-2,8000,8000,245.5,245.5,149.5,96.0
-2,8100,8100,243.0,243.0,147.0,96.0
-2,8200,8200,243.0,243.0,147.0,96.0
-2,8300,8300,243.0,243.0,147.0,96.0
-2,8400,8400,243.0,243.0,147.0,96.0
-2,8500,8500,243.0,243.0,147.0,96.0
-2,8600,8600,243.0,243.0,147.0,96.0
-2,8700,8700,243.0,243.0,147.0,96.0
-2,8800,8800,243.0,243.0,147.0,96.0
-2,8900,8900,243.0,243.0,147.0,96.0
-2,9000,9000,243.0,243.0,147.0,96.0
-2,9100,9100,243.0,243.0,147.0,96.0
-2,9200,9200,243.0,243.0,147.0,96.0
-2,9300,9300,243.0,243.0,147.0,96.0
-2,9400,9400,243.0,243.0,147.0,96.0
-2,9500,9500,243.0,243.0,147.0,96.0
-2,9600,9600,243.0,243.0,147.0,96.0
-2,9700,9700,243.0,243.0,147.0,96.0
-2,9800,9800,243.0,243.0,147.0,96.0
-2,9900,9900,243.0,243.0,147.0,96.0
-2,10000,10000,243.0,243.0,147.0,96.0
-2,10100,10100,243.0,243.0,147.0,96.0
-2,10200,10200,243.0,243.0,147.0,96.0
-2,10300,10300,243.0,243.0,147.0,96.0
-2,10400,10400,243.0,243.0,147.0,96.0
-2,10500,10500,243.0,243.0,147.0,96.0
-2,10600,10600,283.0,283.0,147.0,136.0
-2,10700,10700,283.0,283.0,147.0,136.0
-2,10800,10800,283.0,283.0,147.0,136.0
-2,10900,10900,283.0,283.0,147.0,136.0
-2,11000,11000,283.0,283.0,147.0,136.0
-2,11100,11100,283.0,283.0,147.0,136.0
-2,11200,11200,255.0,255.0,147.0,108.0
-2,11300,11300,311.0,311.0,175.0,136.0
-2,11400,11400,333.0,333.0,173.0,160.0
-2,11500,11500,331.0,331.0,171.0,160.0
-2,11600,11600,337.0,337.0,177.0,160.0
-2,11700,11700,335.0,335.0,175.0,160.0
-2,11800,11800,337.0,337.0,177.0,160.0
-2,11900,11900,337.0,337.0,177.0,160.0
-2,12000,12000,339.0,339.0,179.0,160.0
-2,12100,12100,337.0,337.0,177.0,160.0
-2,12200,12200,341.0,341.0,181.0,160.0
-2,12300,12300,321.0,321.0,181.0,140.0
-2,12400,12400,341.0,341.0,181.0,160.0
-2,12500,12500,341.0,341.0,181.0,160.0
-2,12600,12600,335.0,335.0,175.0,160.0
-2,12700,12700,337.0,337.0,177.0,160.0
-2,12800,12800,351.0,351.0,191.0,160.0
-2,12900,12900,350.0,350.0,190.0,160.0
-2,13000,13000,351.0,351.0,191.0,160.0
-2,13100,13100,357.0,357.0,197.0,160.0
-2,13200,13200,350.0,350.0,190.0,160.0
-2,13300,13300,350.0,350.0,190.0,160.0
-2,13400,13400,350.0,350.0,190.0,160.0
-2,13500,13500,349.0,349.0,189.0,160.0
-2,13600,13600,355.0,355.0,195.0,160.0
-2,13700,13700,349.0,349.0,189.0,160.0
-2,13800,13800,349.0,349.0,189.0,160.0
-2,13900,13900,349.0,349.0,189.0,160.0
-2,14000,14000,348.0,348.0,188.0,160.0
-2,14100,14100,348.0,348.0,188.0,160.0
-2,14200,14200,361.0,361.0,201.0,160.0
-2,14300,14300,353.0,353.0,201.0,152.0
-2,14400,14400,361.0,361.0,201.0,160.0
-2,14500,14500,361.0,361.0,201.0,160.0
-2,14600,14600,337.0,337.0,201.0,136.0
-2,14700,14700,361.0,361.0,201.0,160.0
-2,14800,14800,361.0,361.0,201.0,160.0
-2,14900,14900,301.0,301.0,201.0,100.0
-2,15000,15000,361.0,361.0,201.0,160.0
-2,15100,15100,361.0,361.0,201.0,160.0
-2,15200,15200,361.0,361.0,201.0,160.0
-2,15300,15300,361.0,361.0,201.0,160.0
-2,15400,15400,361.0,361.0,201.0,160.0
-2,15500,15500,361.0,361.0,201.0,160.0
-2,15600,15600,361.0,361.0,201.0,160.0
-2,15700,15700,361.0,361.0,201.0,160.0
-2,15800,15800,361.0,361.0,201.0,160.0
-2,15900,15900,361.0,361.0,201.0,160.0
-2,16000,16000,361.0,361.0,201.0,160.0
-2,16100,16100,361.0,361.0,201.0,160.0
-2,16200,16200,361.0,361.0,201.0,160.0
-2,16300,16300,361.0,361.0,201.0,160.0
-2,16400,16400,361.0,361.0,201.0,160.0
-2,16500,16500,361.0,361.0,201.0,160.0
-2,16600,16600,361.0,361.0,201.0,160.0
-2,16700,16700,361.0,361.0,201.0,160.0
-2,16800,16800,361.0,361.0,201.0,160.0
-2,16900,16900,361.0,361.0,201.0,160.0
-2,17000,17000,361.0,361.0,201.0,160.0
-2,17100,17100,361.0,361.0,201.0,160.0
-2,17200,17200,389.0,389.0,229.0,160.0
-2,17300,17300,389.0,389.0,229.0,160.0
-2,17400,17400,393.0,393.0,233.0,160.0
-2,17500,17500,395.0,395.0,235.0,160.0
-2,17600,17600,393.0,393.0,233.0,160.0
-2,17700,17700,389.0,389.0,229.0,160.0
-2,17800,17800,387.0,387.0,227.0,160.0
-2,17900,17900,410.5,410.5,250.5,160.0
-2,18000,18000,424.0,424.0,264.0,160.0
-2,18100,18100,415.0,415.0,255.0,160.0
-2,18200,18200,415.0,415.0,255.0,160.0
-2,18300,18300,415.0,415.0,255.0,160.0
-2,18400,18400,418.0,418.0,258.0,160.0
-2,18500,18500,421.0,421.0,261.0,160.0
-2,18600,18600,421.0,421.0,261.0,160.0
-2,18700,18700,427.0,427.0,267.0,160.0
-2,18800,18800,419.5,419.5,259.5,160.0
-2,18900,18900,419.5,419.5,259.5,160.0
-2,19000,19000,419.5,419.5,259.5,160.0
-2,19100,19100,419.5,419.5,259.5,160.0
-2,19200,19200,418.0,418.0,258.0,160.0
-2,19300,19300,415.0,415.0,255.0,160.0
-2,19400,19400,416.5,416.5,256.5,160.0
-2,19500,19500,413.5,413.5,253.5,160.0
-2,19600,19600,415.0,415.0,255.0,160.0
-2,19700,19700,415.0,415.0,255.0,160.0
-2,19800,19800,415.0,415.0,255.0,160.0
-2,19900,19900,416.5,416.5,256.5,160.0
-2,20000,20000,418.0,418.0,258.0,160.0
-2,20100,20100,418.0,418.0,258.0,160.0
-2,20200,20200,419.5,419.5,259.5,160.0
-2,20300,20300,418.0,418.0,258.0,160.0
-2,20400,20400,421.0,421.0,261.0,160.0
-2,20500,20500,421.0,421.0,261.0,160.0
-2,20600,20600,419.5,419.5,259.5,160.0
-2,20700,20700,418.0,418.0,258.0,160.0
-2,20800,20800,418.0,418.0,258.0,160.0
-2,20900,20900,416.5,416.5,256.5,160.0
-2,21000,21000,416.5,416.5,256.5,160.0
-2,21100,21100,416.5,416.5,256.5,160.0
-2,21200,21200,416.5,416.5,256.5,160.0
-2,21300,21300,418.0,418.0,258.0,160.0
-2,21400,21400,416.5,416.5,256.5,160.0
-2,21500,21500,418.0,418.0,258.0,160.0
-2,21600,21600,416.5,416.5,256.5,160.0
-2,21700,21700,419.5,419.5,259.5,160.0
-2,21800,21800,418.0,418.0,258.0,160.0
-2,21900,21900,452.5,452.5,256.5,196.0
-2,22000,22000,415.0,415.0,255.0,160.0
-2,22100,22100,416.5,416.5,256.5,160.0
-2,22200,22200,418.0,418.0,258.0,160.0
-2,22300,22300,407.5,407.5,247.5,160.0
-2,22400,22400,407.5,407.5,247.5,160.0
-2,22500,22500,418.0,418.0,258.0,160.0
-2,22600,22600,416.5,416.5,256.5,160.0
-2,22700,22700,416.5,416.5,256.5,160.0
-2,22800,22800,428.5,428.5,256.5,172.0
-2,22900,22900,421.0,421.0,261.0,160.0
-2,23000,23000,418.0,418.0,258.0,160.0
-2,23100,23100,418.0,418.0,258.0,160.0
-2,23200,23200,419.5,419.5,259.5,160.0
-2,23300,23300,428.5,428.5,268.5,160.0
-2,23400,23400,422.5,422.5,262.5,160.0
-2,23500,23500,421.0,421.0,261.0,160.0
-2,23600,23600,422.5,422.5,262.5,160.0
-2,23700,23700,422.5,422.5,262.5,160.0
-2,23800,23800,419.5,419.5,259.5,160.0
-2,23900,23900,419.5,419.5,259.5,160.0
-2,24000,24000,418.0,418.0,258.0,160.0
-2,24100,24100,417.0,417.0,293.0,124.0
-2,24200,24200,453.0,453.0,293.0,160.0
-2,24300,24300,454.0,454.0,294.0,160.0
-2,24400,24400,454.0,454.0,294.0,160.0
-2,24500,24500,453.0,453.0,293.0,160.0
-2,24600,24600,452.0,452.0,292.0,160.0
-2,24700,24700,451.0,451.0,291.0,160.0
-2,24800,24800,452.0,452.0,292.0,160.0
-2,24900,24900,451.0,451.0,291.0,160.0
-2,25000,25000,451.0,451.0,291.0,160.0
-2,25100,25100,452.0,452.0,292.0,160.0
-2,25200,25200,452.0,452.0,292.0,160.0
-2,25300,25300,451.0,451.0,291.0,160.0
-2,25400,25400,451.0,451.0,291.0,160.0
-2,25500,25500,451.0,451.0,291.0,160.0
-2,25600,25600,451.0,451.0,291.0,160.0
-2,25700,25700,452.0,452.0,292.0,160.0
-2,25800,25800,444.0,444.0,284.0,160.0
-2,25900,25900,449.0,449.0,289.0,160.0
-2,26000,26000,447.0,447.0,287.0,160.0
-2,26100,26100,447.0,447.0,287.0,160.0
-2,26200,26200,446.0,446.0,286.0,160.0
-2,26300,26300,445.0,445.0,285.0,160.0
-2,26400,26400,446.0,446.0,286.0,160.0
-2,26500,26500,448.0,448.0,288.0,160.0
-2,26600,26600,449.0,449.0,289.0,160.0
-2,26700,26700,445.0,445.0,285.0,160.0
-2,26800,26800,428.0,428.0,268.0,160.0
-2,26900,26900,463.0,463.0,303.0,160.0
-2,27000,27000,458.0,458.0,298.0,160.0
-2,27100,27100,463.0,463.0,303.0,160.0
-2,27200,27200,428.0,428.0,308.0,120.0
-2,27300,27300,458.0,458.0,298.0,160.0
-2,27400,27400,428.0,428.0,268.0,160.0
-2,27500,27500,458.0,458.0,298.0,160.0
-2,27600,27600,463.0,463.0,303.0,160.0
-2,27700,27700,481.0,481.0,321.0,160.0
-2,27800,27800,456.5,456.5,296.5,160.0
-2,27900,27900,453.0,453.0,293.0,160.0
-2,28000,28000,449.5,449.5,289.5,160.0
-2,28100,28100,428.5,428.5,268.5,160.0
-2,28200,28200,456.5,456.5,296.5,160.0
-2,28300,28300,463.5,463.5,303.5,160.0
-2,28400,28400,460.0,460.0,300.0,160.0
-2,28500,28500,460.0,460.0,300.0,160.0
-2,28600,28600,456.5,456.5,296.5,160.0
-2,28700,28700,442.5,442.5,282.5,160.0
-2,28800,28800,460.0,460.0,300.0,160.0
-2,28900,28900,460.0,460.0,300.0,160.0
-2,29000,29000,455.0,455.0,295.0,160.0
-2,29100,29100,391.0,391.0,295.0,96.0
-2,29200,29200,452.5,452.5,292.5,160.0
-2,29300,29300,452.5,452.5,292.5,160.0
-2,29400,29400,447.5,447.5,287.5,160.0
-2,29500,29500,447.5,447.5,287.5,160.0
-2,29600,29600,447.5,447.5,287.5,160.0
-2,29700,29700,447.5,447.5,287.5,160.0
-2,29800,29800,445.0,445.0,285.0,160.0
-2,29900,29900,447.5,447.5,287.5,160.0
-2,30000,30000,450.0,450.0,290.0,160.0
-2,30100,30100,435.0,435.0,275.0,160.0
-2,30200,30200,442.5,442.5,282.5,160.0
-2,30300,30300,447.5,447.5,287.5,160.0
-2,30400,30400,450.0,450.0,290.0,160.0
-2,30500,30500,446.0,446.0,286.0,160.0
-2,30600,30600,461.0,461.0,301.0,160.0
-2,30700,30700,462.5,462.5,302.5,160.0
-2,30800,30800,459.5,459.5,299.5,160.0
-2,30900,30900,450.5,450.5,290.5,160.0
-2,31000,31000,462.5,462.5,302.5,160.0
-2,31100,31100,462.5,462.5,302.5,160.0
-2,31200,31200,462.5,462.5,302.5,160.0
-2,31300,31300,459.5,459.5,299.5,160.0
-2,31400,31400,358.0,358.0,298.0,60.0
-2,31500,31500,458.0,458.0,298.0,160.0
-2,31600,31600,458.0,458.0,298.0,160.0
-2,31700,31700,459.5,459.5,299.5,160.0
-2,31800,31800,462.5,462.5,302.5,160.0
-2,31900,31900,464.0,464.0,304.0,160.0
-2,32000,32000,462.5,462.5,302.5,160.0
-2,32100,32100,464.0,464.0,304.0,160.0
-2,32200,32200,462.5,462.5,302.5,160.0
-2,32300,32300,459.5,459.5,299.5,160.0
-2,32400,32400,462.5,462.5,302.5,160.0
-2,32500,32500,464.0,464.0,304.0,160.0
-2,32600,32600,462.5,462.5,302.5,160.0
-2,32700,32700,458.0,458.0,298.0,160.0
-2,32800,32800,479.0,479.0,319.0,160.0
-2,32900,32900,479.0,479.0,319.0,160.0
-2,33000,33000,479.0,479.0,319.0,160.0
-2,33100,33100,479.0,479.0,319.0,160.0
-2,33200,33200,479.0,479.0,319.0,160.0
-2,33300,33300,479.0,479.0,319.0,160.0
-2,33400,33400,479.0,479.0,319.0,160.0
-2,33500,33500,479.0,479.0,319.0,160.0
-2,33600,33600,479.0,479.0,319.0,160.0
-2,33700,33700,479.0,479.0,319.0,160.0
-2,33800,33800,479.0,479.0,319.0,160.0
-2,33900,33900,479.0,479.0,319.0,160.0
-2,34000,34000,479.0,479.0,319.0,160.0
-2,34100,34100,479.0,479.0,319.0,160.0
-2,34200,34200,479.0,479.0,319.0,160.0
-2,34300,34300,479.0,479.0,319.0,160.0
-2,34400,34400,479.0,479.0,319.0,160.0
-2,34500,34500,479.0,479.0,319.0,160.0
-2,34600,34600,479.0,479.0,319.0,160.0
-2,34700,34700,479.0,479.0,319.0,160.0
-2,34800,34800,479.0,479.0,319.0,160.0
-2,34900,34900,479.0,479.0,319.0,160.0
-2,35000,35000,555.0,555.0,319.0,236.0
-2,35100,35100,363.0,363.0,319.0,44.0
-2,35200,35200,479.0,479.0,319.0,160.0
-2,35300,35300,479.0,479.0,319.0,160.0
-2,35400,35400,479.0,479.0,319.0,160.0
-2,35500,35500,479.0,479.0,319.0,160.0
-2,35600,35600,479.0,479.0,319.0,160.0
-2,35700,35700,519.0,519.0,319.0,200.0
-2,35800,35800,519.0,519.0,319.0,200.0
-2,35900,35900,519.0,519.0,319.0,200.0
-2,36000,36000,519.0,519.0,319.0,200.0
-2,36100,36100,519.0,519.0,319.0,200.0
-2,36200,36200,519.0,519.0,319.0,200.0
-2,36300,36300,519.0,519.0,319.0,200.0
-2,36400,36400,519.0,519.0,319.0,200.0
-2,36500,36500,519.0,519.0,319.0,200.0
-2,36600,36600,519.0,519.0,319.0,200.0
-2,36700,36700,519.0,519.0,319.0,200.0
-2,36800,36800,519.0,519.0,319.0,200.0
-2,36900,36900,519.0,519.0,319.0,200.0
-2,37000,37000,519.0,519.0,319.0,200.0
-2,37100,37100,519.0,519.0,319.0,200.0
-2,37200,37200,519.0,519.0,319.0,200.0
-2,37300,37300,519.0,519.0,319.0,200.0
-2,37400,37400,519.0,519.0,319.0,200.0
-2,37500,37500,519.0,519.0,319.0,200.0
-2,37600,37600,519.0,519.0,319.0,200.0
-2,37700,37700,519.0,519.0,319.0,200.0
-2,37800,37800,519.0,519.0,319.0,200.0
-2,37900,37900,519.0,519.0,319.0,200.0
-2,38000,38000,519.0,519.0,319.0,200.0
-2,38100,38100,519.0,519.0,319.0,200.0
-2,38200,38200,519.0,519.0,319.0,200.0
-2,38300,38300,519.0,519.0,319.0,200.0
-2,38400,38400,551.0,551.0,319.0,232.0
-2,38500,38500,551.0,551.0,319.0,232.0
-2,38600,38600,551.0,551.0,319.0,232.0
-2,38700,38700,551.0,551.0,319.0,232.0
-2,38800,38800,551.0,551.0,319.0,232.0
-2,38900,38900,599.0,599.0,319.0,280.0
-2,39000,39000,599.0,599.0,319.0,280.0
-2,39100,39100,641.5,641.5,361.5,280.0
-2,39200,39200,646.5,646.5,366.5,280.0
-2,39300,39300,646.5,646.5,366.5,280.0
-2,39400,39400,646.5,646.5,366.5,280.0
-2,39500,39500,649.0,649.0,369.0,280.0
-2,39600,39600,646.5,646.5,366.5,280.0
-2,39700,39700,641.5,641.5,361.5,280.0
-2,39800,39800,641.5,641.5,361.5,280.0
-2,39900,39900,646.5,646.5,366.5,280.0
-2,40000,40000,649.0,649.0,369.0,280.0
-2,40100,40100,649.0,649.0,369.0,280.0
-2,40200,40200,651.5,651.5,371.5,280.0
-2,40300,40300,649.0,649.0,369.0,280.0
-2,40400,40400,649.0,649.0,369.0,280.0
-2,40500,40500,649.0,649.0,369.0,280.0
-2,40600,40600,654.0,654.0,374.0,280.0
-2,40700,40700,654.0,654.0,374.0,280.0
-2,40800,40800,661.5,661.5,381.5,280.0
-2,40900,40900,659.0,659.0,379.0,280.0
-2,41000,41000,656.5,656.5,376.5,280.0
-2,41100,41100,654.0,654.0,374.0,280.0
-2,41200,41200,641.5,641.5,361.5,280.0
-2,41300,41300,651.5,651.5,371.5,280.0
-2,41400,41400,651.5,651.5,371.5,280.0
-2,41500,41500,664.0,664.0,384.0,280.0
-2,41600,41600,651.5,651.5,371.5,280.0
-2,41700,41700,646.5,646.5,366.5,280.0
-2,41800,41800,655.0,655.0,375.0,280.0
-2,41900,41900,662.5,662.5,382.5,280.0
-2,42000,42000,655.0,655.0,375.0,280.0
-2,42100,42100,653.5,653.5,373.5,280.0
-2,42200,42200,714.5,714.5,370.5,344.0
-2,42300,42300,717.5,717.5,373.5,344.0
-2,42400,42400,797.5,797.5,373.5,424.0
-2,42500,42500,717.5,717.5,373.5,344.0
-2,42600,42600,717.5,717.5,373.5,344.0
-2,42700,42700,719.0,719.0,375.0,344.0
-2,42800,42800,775.0,775.0,375.0,400.0
-2,42900,42900,719.0,719.0,375.0,344.0
-2,43000,43000,719.0,719.0,375.0,344.0
-2,43100,43100,717.5,717.5,373.5,344.0
-2,43200,43200,717.5,717.5,373.5,344.0
-2,43300,43300,737.0,737.0,393.0,344.0
-2,43400,43400,737.0,737.0,393.0,344.0
-2,43500,43500,737.0,737.0,393.0,344.0
-2,43600,43600,737.0,737.0,393.0,344.0
-2,43700,43700,737.0,737.0,393.0,344.0
-2,43800,43800,737.0,737.0,393.0,344.0
-2,43900,43900,737.0,737.0,393.0,344.0
-2,44000,44000,737.0,737.0,393.0,344.0
-2,44100,44100,737.0,737.0,393.0,344.0
-2,44200,44200,737.0,737.0,393.0,344.0
-2,44300,44300,737.0,737.0,393.0,344.0
-2,44400,44400,737.0,737.0,393.0,344.0
-2,44500,44500,737.0,737.0,393.0,344.0
-2,44600,44600,737.0,737.0,393.0,344.0
-2,44700,44700,737.0,737.0,393.0,344.0
-2,44800,44800,737.0,737.0,393.0,344.0
-2,44900,44900,737.0,737.0,393.0,344.0
-2,45000,45000,737.0,737.0,393.0,344.0
-2,45100,45100,737.0,737.0,393.0,344.0
-2,45200,45200,737.0,737.0,393.0,344.0
-2,45300,45300,737.0,737.0,393.0,344.0
-2,45400,45400,737.0,737.0,393.0,344.0
-2,45500,45500,737.0,737.0,393.0,344.0
-2,45600,45600,737.0,737.0,393.0,344.0
-2,45700,45700,737.0,737.0,393.0,344.0
-2,45800,45800,769.0,769.0,393.0,376.0
-2,45900,45900,769.0,769.0,393.0,376.0
-2,46000,46000,657.0,657.0,393.0,264.0
-2,46100,46100,769.0,769.0,393.0,376.0
-2,46200,46200,769.0,769.0,393.0,376.0
-2,46300,46300,769.0,769.0,393.0,376.0
-2,46400,46400,769.0,769.0,393.0,376.0
-2,46500,46500,769.0,769.0,393.0,376.0
-2,46600,46600,769.0,769.0,393.0,376.0
-2,46700,46700,769.0,769.0,393.0,376.0
-2,46800,46800,769.0,769.0,393.0,376.0
-2,46900,46900,769.0,769.0,393.0,376.0
-2,47000,47000,769.0,769.0,393.0,376.0
-2,47100,47100,801.0,801.0,393.0,408.0
-2,47200,47200,801.0,801.0,393.0,408.0
-2,47300,47300,801.0,801.0,393.0,408.0
-2,47400,47400,801.0,801.0,393.0,408.0
-2,47500,47500,801.0,801.0,393.0,408.0
-2,47600,47600,801.0,801.0,393.0,408.0
-2,47700,47700,801.0,801.0,393.0,408.0
-2,47800,47800,801.0,801.0,393.0,408.0
-2,47900,47900,801.0,801.0,393.0,408.0
-2,48000,48000,801.0,801.0,393.0,408.0
-2,48100,48100,801.0,801.0,393.0,408.0
-2,48200,48200,801.0,801.0,393.0,408.0
-2,48300,48300,801.0,801.0,393.0,408.0
-2,48400,48400,801.0,801.0,393.0,408.0
-2,48500,48500,801.0,801.0,393.0,408.0
-2,48600,48600,801.0,801.0,393.0,408.0
-2,48700,48700,801.0,801.0,393.0,408.0
-2,48800,48800,801.0,801.0,393.0,408.0
-2,48900,48900,801.0,801.0,393.0,408.0
-2,49000,49000,801.0,801.0,393.0,408.0
-2,49100,49100,801.0,801.0,393.0,408.0
-2,49200,49200,801.0,801.0,393.0,408.0
-2,49300,49300,801.0,801.0,393.0,408.0
-2,49400,49400,641.0,641.0,393.0,248.0
-2,49500,49500,801.0,801.0,393.0,408.0
-2,49600,49600,801.0,801.0,393.0,408.0
-2,49700,49700,801.0,801.0,393.0,408.0
-2,49800,49800,801.0,801.0,393.0,408.0
-2,49900,49900,801.0,801.0,393.0,408.0
-2,50000,50000,801.0,801.0,393.0,408.0
-2,50100,50100,801.0,801.0,393.0,408.0
-2,50200,50200,801.0,801.0,393.0,408.0
-2,50300,50300,801.0,801.0,393.0,408.0
-2,50400,50400,801.0,801.0,393.0,408.0
-2,50500,50500,801.0,801.0,393.0,408.0
-2,50600,50600,801.0,801.0,393.0,408.0
-2,50700,50700,801.0,801.0,393.0,408.0
-2,50800,50800,801.0,801.0,393.0,408.0
-2,50900,50900,801.0,801.0,393.0,408.0
-2,51000,51000,801.0,801.0,393.0,408.0
-2,51100,51100,801.0,801.0,393.0,408.0
-2,51200,51200,801.0,801.0,393.0,408.0
-2,51300,51300,801.0,801.0,393.0,408.0
-2,51400,51400,801.0,801.0,393.0,408.0
-2,51500,51500,801.0,801.0,393.0,408.0
-2,51600,51600,817.0,817.0,409.0,408.0
-2,51700,51700,815.0,815.0,407.0,408.0
-2,51800,51800,935.0,935.0,407.0,528.0
-2,51900,51900,813.0,813.0,405.0,408.0
-2,52000,52000,813.0,813.0,405.0,408.0
-2,52100,52100,812.0,812.0,404.0,408.0
-2,52200,52200,812.0,812.0,404.0,408.0
-2,52300,52300,817.0,817.0,409.0,408.0
-2,52400,52400,811.0,811.0,403.0,408.0
-2,52500,52500,811.0,811.0,403.0,408.0
-2,52600,52600,810.0,810.0,402.0,408.0
-2,52700,52700,811.0,811.0,403.0,408.0
-2,52800,52800,811.0,811.0,403.0,408.0
-2,52900,52900,811.0,811.0,403.0,408.0
-2,53000,53000,811.0,811.0,403.0,408.0
-2,53100,53100,811.0,811.0,403.0,408.0
-2,53200,53200,810.0,810.0,402.0,408.0
-2,53300,53300,811.0,811.0,403.0,408.0
-2,53400,53400,811.0,811.0,403.0,408.0
-2,53500,53500,809.0,809.0,401.0,408.0
-2,53600,53600,926.0,926.0,402.0,524.0
-2,53700,53700,856.0,856.0,400.0,456.0
-2,53800,53800,848.0,848.0,392.0,456.0
-2,53900,53900,855.0,855.0,399.0,456.0
-2,54000,54000,854.0,854.0,398.0,456.0
-2,54100,54100,853.0,853.0,397.0,456.0
-2,54200,54200,853.0,853.0,397.0,456.0
-2,54300,54300,854.0,854.0,398.0,456.0
-2,54400,54400,852.0,852.0,396.0,456.0
-2,54500,54500,854.0,854.0,398.0,456.0
-2,54600,54600,853.0,853.0,397.0,456.0
-2,54700,54700,852.0,852.0,396.0,456.0
-2,54800,54800,853.0,853.0,397.0,456.0
-2,54900,54900,853.0,853.0,397.0,456.0
-2,55000,55000,848.0,848.0,392.0,456.0
-2,55100,55100,853.0,853.0,397.0,456.0
-2,55200,55200,854.0,854.0,398.0,456.0
-2,55300,55300,853.0,853.0,397.0,456.0
-2,55400,55400,853.0,853.0,397.0,456.0
-2,55500,55500,852.0,852.0,396.0,456.0
-2,55600,55600,853.0,853.0,397.0,456.0
